epsode,capture,total_captures,lone_wolf_captures,prey_survived_step,predator_distance,avg_predator_distance,predator_proximity_rate,score,capture_x,capture_z,catcher_predator_x,catcher_predator_z,other_predator_x,other_predator_z
229,True,204,179,20000,0,29.53012,0.0631,0.877451,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
230,True,205,180,1682,29.38477,23.34406,0.0,0.8780488,69.13751,-2.786308,68.95441,-4.504654,55.49719,-30.62613
231,True,205,180,20000,0,21.17554,0.2006,0.8780488,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
232,True,205,180,20000,0,56.86258,0.0,0.8780488,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
233,True,206,181,2188,58.13589,49.87642,0.0,0.8786408,67.88718,-2.679718,66.27103,-3.319992,22.87488,-42.00526
234,True,206,181,20000,0,36.61217,0.0256,0.8786408,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
235,True,207,182,1666,55.23349,22.92336,0.3445378,0.879227,20.10384,-2.528915,20.74113,-4.066391,46.70401,-52.81701
236,True,208,183,1770,34.28405,34.1802,0.0,0.8798077,22.73101,-7.450455,21.50362,-6.193352,47.63379,-28.38758
237,True,209,183,11144,5.795763,17.68449,0.5281766,0.8755981,68.59265,-68.00994,67.55862,-66.8252,63.74908,-62.45987
238,True,210,184,3848,55.85609,32.95432,0.0,0.8761905,68.63875,-68.13981,66.90488,-67.582,11.05015,-67.97206
239,True,210,184,20000,0,29.48196,0.0544,0.8761905,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
