epsode,capture,total_captures,lone_wolf_captures,prey_survived_step,predator_distance,avg_predator_distance,predator_proximity_rate,score,capture_x,capture_z,catcher_predator_x,catcher_predator_z,other_predator_x,other_predator_z
43,True,43,38,2622,10.36504,13.17622,0.6384439,0.8837209,68.61972,-67.37221,66.88673,-67.67918,56.82297,-65.20391
44,True,44,39,3876,55.4491,36.8872,0.0,0.8863636,3.284805,-68.33852,5.033394,-68.0197,45.13133,-29.72264
45,True,45,40,3064,12.75478,20.83703,0.5326371,0.8888889,35.96021,-67.93396,35.9978,-66.19643,43.82352,-56.12571
46,True,46,41,1690,62.08946,52.04953,0.0,0.8913044,69.21158,-67.88893,68.81264,-66.17096,19.32806,-28.66976
47,True,46,41,20000,0,20.71893,0.3671,0.8913044,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
48,True,47,42,7386,26.83269,30.06077,0.2748443,0.893617,68.61234,-68.51983,66.87022,-68.29161,46.09895,-51.30679
49,True,48,43,3722,14.4351,33.13674,0.05749597,0.8958333,20.6031,-56.15516,21.09373,-54.24921,35.4383,-52.6351
50,True,49,44,3650,30.49367,29.86344,0.0,0.8979592,67.74753,-67.33456,66.66685,-65.70377,52.8864,-38.50216
51,True,50,45,9640,58.30134,29.63125,0.1860996,0.9,69.25078,-2.80481,69.06866,-4.567734,41.87433,-56.13798
52,True,51,46,3218,12.04831,28.64709,0.467371,0.9019608,67.76221,-3.476517,68.33957,-5.366127,68.23395,-17.41375
53,True,52,47,4838,31.32689,43.54103,0.0,0.9038461,68.6413,-2.702728,66.90436,-2.59343,36.09724,-8.272346
54,True,53,48,7996,39.4689,42.49917,0.04952476,0.9056604,68.61871,-68.5375,66.87274,-68.35424,51.90759,-31.83358
55,True,54,49,5040,77.63899,47.80238,0.0,0.9074074,2.987282,-2.81015,3.457481,-4.555061,59.42877,-58.35988
56,True,55,50,1194,30.82275,35.11501,0.0,0.9090909,56.50574,-28.19405,56.90208,-29.86618,33.90097,-50.3842
57,True,56,50,2298,6.237156,12.61466,0.6884247,0.8928571,68.64499,-68.32357,66.91475,-68.09318,60.80435,-66.84523
58,True,57,50,5854,5.833981,5.43972,1.0,0.877193,20.03695,-56.04578,20.51799,-54.14333,23.25433,-48.99092
59,True,58,51,7322,17.33475,37.39264,0.2316307,0.8793104,68.62274,-68.56507,66.8877,-68.34172,51.70081,-59.98963
60,True,59,52,16078,22.22275,31.38874,0.1638263,0.8813559,3.420494,-2.776253,3.379921,-4.522682,3.719009,-26.74241
61,True,60,53,8664,64.65053,25.3135,0.1855956,0.8833333,3.272354,-2.501747,5.040855,-2.809326,48.58209,-50.59798
62,True,61,54,5984,25.60776,6.551448,0.8352273,0.8852459,57.15138,-36.19223,55.6008,-35.3526,35.85458,-51.65722
63,True,62,55,2144,26.64946,28.43705,0.0,0.8870968,67.96765,-2.736572,66.00272,-3.214424,43.59262,-17.63427
64,True,63,55,2150,3.507938,29.92985,0.2511628,0.8730159,48.40985,-42.58452,48.30278,-44.08102,47.19526,-40.75251
65,True,64,56,5314,59.75051,32.70317,0.04252917,0.875,3.273651,-68.32711,5.045746,-68.06056,35.68941,-16.76706
66,True,65,57,2834,22.31775,25.21678,0.0,0.8769231,3.298332,-67.57594,4.995689,-68.04708,5.752907,-45.74347
67,True,66,58,3708,27.7932,33.56429,0.0,0.8787879,69.07727,-67.92072,68.80045,-66.17162,45.04479,-51.74703
68,True,67,59,3324,41.28963,29.34838,0.1215403,0.880597,69.03139,-67.92464,68.84268,-66.20195,49.31918,-29.82063
69,True,68,60,2102,37.61036,33.98666,0.0,0.8823529,4.000244,-17.04269,6.045059,-17.3718,40.98417,-31.2924
70,True,69,61,10200,35.23296,36.49398,0.04196078,0.884058,3.30323,-2.201172,5.058357,-2.466858,21.35674,-33.70195
71,True,70,61,5672,7.459636,25.96519,0.3727081,0.8714285,69.15945,-67.19395,68.7258,-65.13615,65.23213,-58.54707
72,True,71,62,2428,43.69759,23.3397,0.04448105,0.8732395,3.792992,-2.807335,3.365486,-4.518494,36.18878,-33.36381
73,True,72,63,1884,74.94209,47.96035,0.05307855,0.875,69.10352,-67.90554,68.68378,-66.1943,10.95633,-18.4051
74,True,73,64,4950,26.87601,42.0714,0.0,0.8767123,3.340378,-67.91068,3.065178,-66.19511,10.78756,-40.45382
75,True,74,65,6736,36.34821,28.2073,0.07066508,0.8783784,69.23651,-3.441902,69.10376,-5.441147,49.78775,-36.23152
76,True,75,65,5438,6.522563,11.60145,0.6322177,0.8666667,3.466682,-67.89255,4.589752,-66.56784,9.422241,-62.18763
77,True,76,66,3744,16.09851,29.4963,0.0,0.8684211,16.43033,-41.47736,17.52397,-42.83526,8.380188,-29.58602
78,True,77,67,3980,54.16988,40.7926,0.0,0.8701299,2.68689,-67.26698,2.800697,-65.21929,54.4068,-48.75648
79,True,78,68,7688,41.76682,42.64067,0.0,0.8717949,3.278008,-68.38093,4.998077,-68.09428,18.42823,-28.54628
80,True,79,69,6970,50.89503,10.2446,0.8318508,0.8734177,2.677429,-67.27547,2.843712,-65.28958,18.61087,-16.89892
81,True,80,70,4014,52.31812,28.13559,0.1923269,0.875,68.38617,-67.91225,68.63048,-66.19381,43.34026,-20.3955
82,True,81,71,2348,31.08498,32.52491,0.0,0.8765432,69.24622,-3.373871,69.10468,-5.245949,54.71677,-32.80006
83,True,82,72,11984,30.61756,26.69826,0.115988,0.8780488,10.53483,-59.96481,12.18508,-59.56803,24.24424,-31.42603
84,True,83,72,3310,2.257178,30.10504,0.1927492,0.8674699,20.14072,-33.71153,20.60681,-35.30371,22.13712,-33.64478
85,True,84,72,6752,1.090883,27.97231,0.1872038,0.8571429,15.31438,-12.4352,16.69279,-13.62828,17.29672,-12.71989
86,True,84,72,20000,0,39.99527,0.0,0.8571429,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
87,True,85,72,5312,5.0734,17.98771,0.4823042,0.8470588,68.63348,-2.741028,66.89211,-2.892517,61.88226,-3.689514
88,True,86,73,4344,88.36227,50.51252,0.0,0.8488372,68.93558,-67.92049,68.77434,-66.21909,7.327621,-2.719543
89,True,87,74,8322,24.10448,21.07103,0.3737082,0.8505747,2.701096,-67.33245,2.842171,-65.41333,3.229904,-41.31245
90,True,88,75,6802,22.8083,22.6356,0.3425463,0.8522727,69.28616,-2.797081,69.13855,-4.518112,46.66757,-8.424538
91,True,89,76,10602,39.70145,28.44103,0.03471043,0.8539326,69.14734,-67.18635,68.76541,-65.13633,44.7491,-33.52365
92,True,90,77,2046,27.11164,33.17596,0.0,0.8555555,68.63071,-2.959877,66.89557,-2.778748,44.80769,-18.49786
93,True,91,78,3108,52.22089,39.50018,0.0,0.8571429,3.27124,-67.84873,5.037003,-67.95995,55.13942,-53.24175
94,True,92,78,1584,4.305851,40.62883,0.1477273,0.8478261,46.35331,-42.4636,46.59145,-44.46133,46.58057,-40.15552
95,True,93,79,13974,67.53157,24.45647,0.1431229,0.8494624,3.28624,-67.65173,4.68972,-66.53711,55.71555,-22.30087
96,True,94,80,9366,60.38494,47.90552,0.0,0.8510638,3.282104,-68.35185,4.971245,-68.06755,5.479431,-7.684952
97,True,95,81,1476,32.65655,33.88943,0.0,0.8526316,15.18797,-12.66312,16.81853,-13.39503,49.30965,-16.67732
98,True,96,82,2570,22.75175,24.14636,0.0,0.8541667,67.33997,-2.825203,68.35684,-4.279655,60.09622,-25.47842
99,True,97,83,4600,28.33232,34.25597,0.0,0.8556701,68.61908,-2.326118,66.92358,-2.69902,57.79671,-29.52053
100,True,98,84,8800,56.65406,28.39601,0.1397727,0.8571429,68.62502,-2.402466,66.92352,-2.664978,42.1508,-53.61562
101,True,99,85,11134,56.82965,33.18638,0.1011317,0.8585858,2.685989,-67.26825,2.76696,-65.29391,38.53571,-21.13357
102,True,100,85,2306,2.67268,27.61953,0.4423244,0.85,19.1488,-12.86488,19.72626,-14.49869,21.2513,-16.69355
103,True,101,86,10484,24.05955,29.81604,0.05436856,0.8514851,69.2164,-2.78035,69.06291,-4.509659,59.06915,-26.3951
104,True,102,87,1478,58.53999,52.81411,0.0,0.8529412,68.54672,-67.90393,67.82013,-66.24216,50.60413,-10.29104
105,True,103,88,4544,60.81429,38.99907,0.0,0.8543689,68.01877,-2.255913,66.03818,-2.698486,20.07026,-42.51453
106,True,104,89,2898,48.36032,28.30058,0.08005521,0.8557692,68.6413,-68.27984,66.90216,-68.17205,49.20049,-23.16899
107,True,105,90,2550,39.08148,38.24993,0.0,0.8571429,53.84708,-3.045197,54.74335,-4.24662,50.15823,-43.05817
108,True,106,91,2334,52.86031,43.79104,0.0,0.8584906,53.99304,-50.33759,52.14658,-50.99667,15.8776,-12.54236
109,True,107,92,8284,46.46651,20.31361,0.3831482,0.8598131,3.864677,-2.210129,5.726578,-2.400414,40.33479,-33.40498
110,True,108,93,6322,67.37522,45.02806,0.0,0.8611111,2.863487,-2.787125,3.156845,-4.539223,51.12836,-51.84719
111,True,109,94,6186,48.87522,37.17669,0.0,0.8623853,3.269104,-68.37029,5.013367,-68.11695,23.47904,-22.86481
112,True,110,94,1346,1.677666,22.7504,0.2704309,0.8545455,19.94915,-21.25626,19.09432,-19.71166,20.76477,-19.55622
113,True,111,94,5542,7.540796,31.48571,0.2194154,0.8468468,4.030823,-68.43597,6.102577,-68.03932,13.59975,-67.23141
114,True,112,95,1210,76.57526,69.02691,0.0,0.8482143,3.270523,-67.94083,4.890656,-67.14169,52.87076,-7.462234
115,True,113,95,3360,8.030686,14.71493,0.6672619,0.840708,69.17032,-3.591957,69.01895,-5.60173,67.02194,-13.37947
116,True,114,96,9714,38.68449,27.03344,0.1010912,0.8421053,68.62003,-68.55742,66.84564,-68.3358,53.48494,-32.03278
117,True,115,97,4300,71.84048,43.75505,0.0,0.8434783,2.744446,-67.42333,2.859749,-65.58814,48.00301,-9.703346
118,True,116,98,1928,11.25132,12.57378,0.4273859,0.8448276,68.62163,-68.25813,66.90326,-67.89897,59.564,-59.37457
119,True,117,99,4106,49.53339,34.25109,0.0,0.8461539,3.280167,-68.35685,5.016029,-68.036,27.18602,-23.7417
120,True,118,100,9872,66.10323,36.29925,0.0,0.8474576,3.291412,-67.88179,4.052475,-66.28631,53.41586,-22.32228
121,True,119,101,14890,64.56685,40.76306,0.01961048,0.8487395,3.281113,-68.35596,4.994461,-68.02807,40.78654,-14.29053
122,True,120,101,910,4.097324,23.60819,0.2241758,0.8416666,28.03132,-52.58041,29.86044,-52.62743,25.82037,-53.3098
123,True,121,101,1460,4.411728,39.10616,0.1328767,0.8347107,28.68318,-52.50432,30.67548,-52.41985,26.26418,-52.48046
124,True,122,102,7060,38.73389,36.69025,0.02719547,0.8360656,2.698845,-67.12527,2.894905,-65.18063,39.99612,-54.0557
125,True,123,103,2994,78.04829,37.45049,0.2090848,0.8373984,69.23653,-3.369759,69.11049,-5.215752,9.484779,-55.57737
126,True,124,104,7624,12.46714,11.64324,0.7620671,0.8387097,67.90915,-68.50613,65.99358,-68.33506,53.66148,-66.51086
127,True,125,105,2996,23.88494,24.84119,0.04205608,0.84,3.873688,-5.088875,5.767906,-4.52253,26.4873,-16.40369
128,True,126,106,5984,66.48401,40.94539,0.0,0.8412699,68.62271,-68.56435,66.86865,-68.35167,20.6329,-20.57781
129,True,127,107,2386,43.61838,28.3206,0.2070411,0.8425197,36.04447,-55.40374,36.65759,-53.6618,44.47592,-10.74984
130,True,128,108,6034,49.96111,42.74202,0.1468346,0.84375,3.333855,-2.775757,3.287796,-4.544479,43.27122,-34.50032
131,True,129,109,8860,40.97785,19.37335,0.4243792,0.8449612,68.04578,-68.53606,66.03363,-68.3961,41.49564,-35.57873
132,True,130,110,3060,25.51626,26.76176,0.0,0.8461539,68.6006,-2.800797,68.91919,-4.51046,44.48087,-11.84699
133,True,131,111,9466,55.35413,21.32316,0.23558,0.8473282,68.63637,-2.336784,66.89584,-2.61026,46.48956,-54.06524
134,True,132,112,3326,45.00259,25.70476,0.09500902,0.8484849,18.33504,-39.23971,18.79802,-41.00318,60.71455,-24.62524
135,True,133,113,1338,27.62002,30.39319,0.0,0.849624,20.09184,-33.98989,21.87567,-34.0847,18.6451,-6.65493
136,True,134,114,3416,14.53364,9.363641,0.793911,0.8507463,2.676987,-67.32935,2.834839,-65.31908,2.74015,-50.78606
137,True,135,115,3294,61.55395,27.7688,0.07164542,0.8518519,68.93668,-67.90237,68.35953,-66.18036,56.3221,-5.815117
138,True,136,116,5816,70.41433,27.60633,0.1035076,0.8529412,68.98761,-3.373688,68.81183,-5.246109,19.22466,-55.23888
139,True,137,117,2958,53.61179,45.19241,0.0,0.8540146,68.25647,-67.92239,68.40384,-66.24675,20.53249,-42.11102
140,True,138,118,600,63.21821,59.55334,0.0,0.8550724,3.305305,-67.83752,4.968079,-67.07976,34.20302,-11.02811
141,True,139,119,4292,15.2989,8.123258,0.861603,0.8561151,3.852699,-2.192993,5.695747,-2.354401,20.99448,-2.286911
142,True,140,120,9702,49.66852,34.67472,0.1814059,0.8571429,68.62334,-68.56699,66.86374,-68.34164,50.30466,-21.51567
143,True,141,121,15328,57.91007,34.14283,0.1439196,0.858156,68.6488,-67.92632,68.75473,-66.1723,24.10429,-29.29626
144,True,142,122,5262,47.43249,36.15475,0.0,0.8591549,3.305687,-3.424957,4.997353,-2.84272,47.83858,-23.19818
145,True,143,123,2598,50.46052,33.35297,0.0,0.8601398,3.865433,-2.212402,5.753792,-2.417717,55.03589,-13.25813
146,True,144,124,4760,36.25241,27.74671,0.07226891,0.8611111,68.62021,-68.56052,66.86922,-68.28151,59.26292,-32.8368
147,True,145,125,3340,60.88643,32.58342,0.1227545,0.862069,3.275475,-68.29916,4.98333,-67.98353,37.89932,-16.76229
148,True,145,125,20000,0,27.99826,0.1454,0.862069,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
149,True,146,126,5968,54.66882,44.45693,0.06467828,0.8630137,3.288513,-2.774788,3.255028,-4.496765,49.45313,-33.72578
150,True,147,127,4172,56.66364,39.73714,0.0,0.8639456,69.21288,-3.375122,69.05716,-5.323486,21.20678,-35.67263
151,True,148,128,11720,13.17773,17.66274,0.6742321,0.8648649,69.22537,-3.374023,69.04094,-5.224731,68.75752,-18.39915
152,True,149,129,4960,24.76212,22.47624,0.3915323,0.8657718,69.22429,-3.3293,69.10651,-5.090034,44.86794,-10.15365
153,True,150,129,5190,4.503542,32.19039,0.03468208,0.86,3.616875,-23.73991,4.229233,-25.70306,4.198608,-21.20055
154,True,151,130,5266,36.6708,38.50516,0.05772883,0.8609272,4.000496,-2.191528,5.996933,-2.3423,20.70093,-35.93476
155,True,152,131,4514,13.11261,10.41603,0.7629597,0.8618421,69.21826,-3.366371,69.08389,-5.203743,68.67552,-18.30968
156,True,153,131,2462,4.278832,28.90798,0.2753859,0.8562092,54.11745,-21.22823,52.81789,-22.3809,49.85297,-25.46577
157,True,154,131,5766,0.8950288,28.37396,0.2650017,0.8506494,54.69119,-49.92538,52.87299,-50.01911,53.04407,-50.89761
158,True,155,132,3674,41.26993,36.69914,0.0,0.8516129,68.63467,-68.30549,66.89252,-67.99277,49.86044,-30.40219
159,True,156,132,10374,4.075012,23.75594,0.1316753,0.8461539,25.75943,-20.64642,24.43176,-21.9969,27.91992,-19.89016
160,True,157,133,6188,34.97188,28.85854,0.03522948,0.8471338,22.35511,-67.18303,21.72256,-65.25948,51.09393,-46.27748
161,True,157,133,20000,0,37.40899,0.0,0.8471338,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
162,True,158,134,6538,70.29478,44.43805,0.0,0.8481013,3.279083,-67.80858,5.002899,-67.99885,61.47949,-26.14556
163,True,159,135,2626,41.22097,31.58647,0.1386139,0.8490566,68.48712,-67.88413,67.56781,-66.43092,47.66772,-30.33243
164,True,160,136,15574,65.55401,35.67001,0.1937845,0.85,68.62227,-2.328377,66.91696,-2.749809,60.1855,-67.95729
165,True,161,137,2168,62.74531,50.01432,0.0,0.8509317,3.283714,-68.29197,4.991104,-67.87752,47.60829,-21.82726
166,True,162,137,12260,4.666331,36.09381,0.1853181,0.845679,11.41942,-68.30615,9.366684,-68.25515,14.03022,-68.09783
167,True,163,138,7396,43.7537,44.09845,0.0,0.8466257,68.64407,-2.712547,66.87857,-2.636841,39.64289,-36.87943
168,True,164,139,3520,79.74576,51.11455,0.0,0.847561,68.63275,-2.429352,66.84729,-2.776154,19.62154,-67.03433
169,True,164,139,20000,0,28.23619,0.3919,0.847561,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
170,True,165,139,2050,4.522497,21.84142,0.1502439,0.8424242,2.994781,-28.78181,3.020737,-26.90484,3.303413,-31.4185
171,True,166,140,2450,64.11077,40.20376,0.0,0.8433735,2.797958,-2.788101,3.068764,-4.497871,44.75972,-53.20084
172,True,167,141,12642,64.2279,25.97984,0.2010758,0.8443114,3.191429,-2.805191,3.092972,-4.58429,43.92348,-54.16276
173,True,168,142,1208,31.47004,29.08948,0.05794702,0.8452381,67.83287,-25.12989,66.37723,-25.84657,35.74208,-18.64581
174,True,169,143,10250,47.94549,14.96599,0.4819512,0.8461539,3.689377,-46.35652,3.859436,-44.31805,51.80099,-43.71687
175,True,170,144,3460,40.91452,32.88562,0.0,0.8470588,3.524933,-67.89594,3.050232,-66.17563,11.10074,-26.06211
176,True,171,145,11836,40.57861,43.88903,0.000337952,0.8479532,68.61252,-68.20319,66.87326,-67.73078,50.75357,-30.49224
177,True,172,145,5702,3.040239,22.56486,0.07471063,0.8430232,68.58798,-10.36987,67.26797,-11.3304,68.37302,-8.498627
178,True,173,146,7322,49.99098,35.78921,0.06555586,0.8439307,2.884056,-67.88988,3.531235,-66.23492,25.41014,-21.28645
179,True,174,147,5802,23.62284,28.14637,0.09203723,0.8448276,68.64085,-68.17786,66.91179,-67.84956,46.97736,-55.17729
180,True,175,148,3982,55.01501,24.18192,0.2737318,0.8457143,3.270882,-67.76357,4.845314,-66.85413,44.70853,-28.93986
181,True,176,148,3446,6.518365,28.30084,0.2768427,0.8409091,19.39449,-46.10961,20.9016,-44.69316,26.20216,-40.89972
182,True,177,149,1376,72.9747,58.78439,0.0,0.8418079,67.98474,-3.229889,65.96132,-3.484116,16.92873,-57.53138
183,True,178,150,2752,35.11083,38.63041,0.0,0.8426966,69.23627,-3.447655,69.08286,-5.452354,51.70261,-35.95906
184,True,179,151,1410,48.12689,53.25686,0.0,0.8435754,68.30682,-67.70348,67.67975,-65.7955,44.21146,-23.77917
185,True,180,152,10434,71.98078,28.74952,0.1606287,0.8444445,68.6319,-67.93072,66.89188,-68.09461,32.24268,-5.002274
186,True,181,153,4986,57.58814,41.2817,0.0,0.8453039,69.22589,-3.367126,69.05443,-5.223885,20.86515,-36.75406
187,True,182,154,8744,52.69625,26.56611,0.2964318,0.8461539,3.297966,-2.184441,5.065269,-2.404236,50.29364,-29.44475
188,True,183,155,16050,58.26499,28.88606,0.136324,0.8469945,68.6235,-68.56604,66.88039,-68.36179,39.16429,-17.11188
189,True,184,156,7378,54.13966,39.4636,0.0,0.8478261,68.61711,-2.509521,66.87021,-3.031616,39.35371,-49.65705
190,True,185,157,18876,29.47561,28.84789,0.1646535,0.8486487,3.946327,-68.43532,6.004021,-68.00267,28.94234,-49.49274
191,True,186,158,4496,55.26928,36.60886,0.0,0.8494624,68.64536,-2.526596,66.91096,-2.926865,15.38824,-22.92873
192,True,187,159,8600,16.29056,24.33949,0.1362791,0.8502674,16.14146,-41.6199,17.41428,-42.47867,31.76266,-50.19269
193,True,188,160,4554,29.37277,9.733036,0.7667984,0.8510638,68.63817,-68.06342,66.86111,-68.16514,46.22508,-47.26385
194,True,189,161,4144,15.16046,17.69844,0.3976834,0.8518519,2.941833,-2.80648,3.329567,-4.510941,3.720795,-19.66606
195,True,190,162,12588,27.78904,45.59288,0.0,0.8526316,68.34319,-2.812286,68.74353,-4.501236,56.21263,-29.30382
196,True,191,162,1420,5.115076,22.85688,0.1014085,0.8481675,19.34171,-67.87107,17.37786,-67.49721,22.49184,-67.60217
197,True,192,163,8126,15.18859,20.60416,0.5375338,0.8489583,2.699936,-67.33784,2.820641,-65.49072,2.940308,-50.30293
198,True,193,163,5078,2.214417,12.57946,0.6022056,0.8445596,2.647049,-67.90492,2.85685,-66.17721,2.955383,-63.96499
199,True,194,164,4316,50.48796,35.43297,0.0,0.8453608,3.192757,-2.775215,3.197449,-4.553955,47.2178,-29.27563
200,True,195,165,4136,42.32498,30.42205,0.0,0.8461539,2.702713,-67.33237,2.847229,-65.29713,30.67915,-33.41167
201,True,196,166,3930,35.56094,26.69293,0.3720102,0.8469388,68.62628,-2.416008,66.86888,-2.802132,65.13409,-38.32057
202,True,197,167,3124,66.21236,38.5041,0.06850192,0.8477157,3.282776,-2.124855,5.030701,-2.314003,39.2895,-58.97412
203,True,198,167,2258,3.710225,20.14191,0.1505757,0.8434343,56.93501,-39.38187,57.20187,-40.98018,55.77744,-37.55438
204,True,199,168,6218,65.80093,31.09715,0.1051785,0.8442211,3.297569,-2.184082,5.055992,-2.399338,49.48303,-50.93685
205,True,200,169,16654,60.1999,31.20923,0.1863817,0.845,68.64908,-68.49567,66.91832,-68.34526,23.39209,-26.75858
206,True,201,169,8386,4.133017,43.70595,0.08323396,0.840796,65.6394,-67.65134,67.45728,-66.72184,63.50232,-67.92181
207,True,202,170,3636,61.21101,42.26418,0.1353135,0.8415841,3.270767,-2.565262,4.9739,-2.688034,3.213387,-63.87371
208,True,203,171,1976,48.94801,45.60713,0.0,0.8423645,4.205597,-2.823128,3.410164,-4.426323,48.79507,-22.75663
209,True,204,172,7484,49.75163,22.34363,0.1969535,0.8431373,3.302414,-67.99986,4.941223,-67.18627,43.95889,-36.31928
210,True,205,173,2170,60.2606,33.82238,0.1741935,0.8439025,3.275627,-68.38801,5.023727,-68.15629,38.44983,-18.01699
211,True,206,174,11588,18.39259,30.36552,0.1467035,0.8446602,3.292458,-2.163025,5.046555,-2.343773,19.23602,-14.04437
212,True,207,175,5216,36.15555,46.34757,0.0,0.8454106,68.61539,-67.69286,66.9325,-68.09685,41.93553,-41.97527
