episode,capture,lone_wolf_rate,prey_survived_step,average_predator_distance,predator_proximity_rate
0,True,1.0,5634,22.78281,0.172524
1,False,1.0,20000,0.0672,1.0
2,True,1.0,3312,10.40272,0.6419082
3,True,1.0,1988,33.39947,0.0
4,True,1.0,3510,23.48376,0.1356125
5,False,1.0,20000,0.364,1.0
6,True,1.0,1810,20.12518,0.0
7,True,1.0,6136,31.11533,0.1088657
8,True,0.8571429,4100,22.30408,0.1570732
9,True,0.875,12520,28.64012,0.08354633
10,True,0.8888889,6874,22.19493,0.03084085
11,True,0.9,16848,21.95461,0.3898385
12,True,0.9090909,5328,12.67233,0.5349099
13,False,0.9090909,20000,0.3528,0.9090909
14,True,0.9166667,7678,19.56708,0.2477208
15,True,0.9230769,11702,19.48291,0.3525893
16,True,0.9285714,5062,22.37582,0.1414461
17,True,0.9333333,6726,22.33357,0.3461195
18,True,0.9375,11230,28.72851,0.0888691
19,False,0.9375,20000,0.0959,0.9375
20,False,0.9375,20000,0.0943,0.9375
21,True,0.9411765,3342,48.10233,0.0
22,False,0.9411765,20000,0.1306,0.9411765
23,True,0.9444444,1484,24.18152,0.0
24,True,0.9473684,18026,44.58797,0.09486298
25,True,0.95,4036,32.60718,0.05996036
26,True,0.9047619,3348,31.80791,0.1493429
27,True,0.9090909,13728,26.87618,0.1682692
28,True,0.9130435,5738,33.22478,0.1282677
29,True,0.9166667,1838,23.76052,0.3960827
30,True,0.88,1544,30.09073,0.09974093
31,True,0.8846154,13182,18.68471,0.3005614
32,True,0.8888889,6752,34.89568,0.07257109
33,True,0.8928571,9968,21.59996,0.2449839
34,True,0.8965517,446,34.955,0.0
35,True,0.9,2502,43.87407,0.0
36,False,0.9,20000,0.157,0.9
37,False,0.9,20000,0.0,0.9
38,True,0.9032258,2504,52.62869,0.0
39,True,0.90625,7004,20.09828,0.1699029
40,False,0.90625,20000,0.1293,0.90625
41,True,0.9090909,6222,20.31388,0.268081
42,True,0.8823529,12902,31.93958,0.07611223
43,False,0.8823529,20000,0.3187,0.8823529
44,True,0.8857143,2682,60.74178,0.0
45,True,0.8888889,1572,24.98758,0.1628499
46,False,0.8888889,20000,0.3201,0.8888889
47,True,0.8918919,9090,36.38973,0.0
48,True,0.8684211,4246,48.64405,0.04427697
49,True,0.8717949,2936,25.09188,0.04359673
50,True,0.875,5706,20.45462,0.2285314
51,False,0.875,20000,0.1003,0.875
52,True,0.8780488,304,25.11857,0.0
53,True,0.8571429,6228,32.84135,0.1268465
54,True,0.8604651,7922,39.69096,0.0
55,True,0.8636364,2858,30.12434,0.1441568
56,True,0.8666667,12030,25.46375,0.2295927
57,True,0.8695652,1364,37.73638,0.0
58,True,0.8723404,5380,33.9066,0.0
59,False,0.8723404,20000,0.3152,0.8723404
60,True,0.875,1140,49.72681,0.0
61,True,0.877551,6586,27.93453,0.2140905
62,True,0.86,4398,29.04928,0.03592542
63,True,0.8627451,438,36.05273,0.0
64,False,0.8627451,20000,0.0759,0.8627451
65,False,0.8627451,20000,0.1769,0.8627451
66,True,0.8653846,1946,36.03646,0.0
67,True,0.8679245,8108,41.32763,0.0
68,True,0.8703704,15556,18.85371,0.2708923
69,True,0.8727273,9546,20.27766,0.3044207
70,True,0.875,1094,28.94889,0.0
71,True,0.877193,754,22.86265,0.0
72,True,0.8793104,4326,44.22356,0.0
73,True,0.8813559,2242,39.50824,0.0
74,True,0.8833333,7838,41.74641,0.0
75,True,0.8852459,6246,43.45607,0.0
76,True,0.8870968,318,36.50637,0.0
77,True,0.8888889,6052,41.74958,0.08195638
78,True,0.890625,354,14.96425,0.0
79,True,0.8923077,6362,16.97025,0.3986168
80,True,0.8787879,2010,35.18274,0.08656716
81,True,0.880597,3280,33.22906,0.1798781
82,False,0.880597,20000,0.0653,0.880597
83,True,0.8823529,504,48.15349,0.0
84,True,0.884058,530,34.00844,0.0
85,True,0.8857143,266,33.75317,0.0
86,True,0.8873239,5462,35.06982,0.06224826
87,True,0.875,412,12.54564,0.2087379
88,True,0.8630137,2704,35.41476,0.1471893
89,True,0.8648649,12214,27.68476,0.09923039
90,True,0.8666667,2134,28.87891,0.0
91,False,0.8666667,20000,0.2938,0.8666667
92,True,0.8684211,2132,33.15696,0.0
93,False,0.8684211,20000,0.7029,0.8684211
94,True,0.8701299,14512,25.36842,0.1299614
95,True,0.8717949,2864,40.46193,0.0
96,True,0.8734177,4188,29.58414,0.03820439
97,True,0.875,2340,23.71754,0.0965812
98,True,0.8765432,6130,20.91969,0.3363785
99,True,0.8658537,376,5.987566,1.0
100,True,0.8554217,3932,19.96674,0.2583927
101,True,0.8571429,7918,35.15229,0.07855519
102,True,0.8588235,2786,39.39601,0.0
103,True,0.8604651,10694,38.81666,0.05610623
104,True,0.862069,3000,48.73453,0.0
105,True,0.8636364,14466,23.01553,0.1873358
106,True,0.8651685,1454,50.5742,0.0
107,True,0.8666667,8162,35.85485,0.122764
108,True,0.8681319,74,55.74471,0.0
109,True,0.8695652,3302,50.17464,0.0
110,False,0.8695652,20000,0.1594,0.8695652
111,True,0.8709677,1908,22.37341,0.0
112,True,0.8723404,272,21.06726,0.0
113,False,0.8723404,20000,0.0,0.8723404
114,True,0.8631579,4506,31.21725,0.06036396
115,True,0.8645833,7914,23.59371,0.1713419
116,True,0.8556701,1664,31.21451,0.07572115
117,True,0.8469388,6374,26.92667,0.06557892
118,True,0.8484849,7778,18.03484,0.3386475
119,True,0.85,5920,26.82895,0.08614865
120,True,0.8514851,3118,16.82996,0.3021168
121,True,0.8431373,216,9.906932,0.5833333
122,True,0.8446602,5836,28.6531,0.06442769
123,True,0.8461539,1848,32.7588,0.0
124,True,0.8476191,11902,20.54943,0.4147202
125,False,0.8476191,20000,0.2911,0.8476191
126,True,0.8490566,3506,28.61629,0.2475756
127,True,0.8504673,7878,44.12599,0.0
128,False,0.8504673,20000,0.0,0.8504673
129,True,0.8518519,5072,35.30003,0.09936909
130,True,0.853211,5270,21.87962,0.2884251
131,True,0.8545455,2578,35.78445,0.0
132,True,0.8558559,3566,23.2555,0.2826697
133,True,0.8571429,1166,47.51464,0.0
134,True,0.8584071,860,18.42027,0.0
135,True,0.8596491,1850,42.41195,0.0
136,True,0.8608696,144,76.88392,0.0
137,True,0.862069,3068,38.473,0.0
138,True,0.8632479,8440,22.22726,0.1630332
139,True,0.8644068,1100,43.4561,0.0
140,True,0.8655462,6800,37.52223,0.0
141,True,0.8583333,1364,26.07643,0.1744868
142,True,0.8512397,6452,21.66007,0.2176069
143,False,0.8512397,20000,0.4522,0.8512397
144,True,0.852459,1066,45.57371,0.0
145,True,0.8536586,3156,34.27219,0.0
146,True,0.8548387,5576,28.59723,0.1373745
147,True,0.856,3292,40.64163,0.0
148,True,0.8571429,15140,31.0491,0.1365918
149,True,0.8582677,10408,22.15482,0.2749808
150,True,0.859375,1734,28.80267,0.0
151,True,0.8604651,4848,22.42476,0.04991749
152,True,0.8615385,512,52.49945,0.0
153,True,0.8549618,5790,26.74549,0.2998273
154,True,0.8560606,1106,47.68452,0.0
155,False,0.8560606,20000,0.2808,0.8560606
156,True,0.8571429,2638,28.85245,0.2471569
157,True,0.858209,4908,33.58522,0.1589242
158,True,0.8592592,6032,38.82905,0.0
159,True,0.8602941,2448,21.24452,0.2769608
160,True,0.8613139,1448,33.1275,0.1035912
161,True,0.8550724,2196,43.72904,0.0582878
162,False,0.8550724,20000,0.3206,0.8550724
163,True,0.8561151,2390,43.90332,0.0
164,True,0.8571429,8590,29.32754,0.2989523
165,True,0.858156,4894,27.82939,0.2039232
166,True,0.8591549,3998,33.12825,0.134067
167,True,0.8601398,1366,24.74283,0.0
168,False,0.8601398,20000,0.4463,0.8601398
169,True,0.8611111,1866,37.69132,0.0
170,True,0.862069,2956,26.43562,0.1786198
171,True,0.8630137,2396,38.23986,0.0
172,True,0.8639456,4230,19.52706,0.5144208
173,False,0.8639456,20000,0.0,0.8639456
174,True,0.8648649,6374,29.40895,0.0
175,True,0.8590604,3672,40.64008,0.09259259
176,True,0.86,2420,29.69635,0.0
177,True,0.8609272,5822,33.19337,0.0
178,True,0.8618421,3814,35.20988,0.0
179,True,0.8562092,10584,30.85364,0.037226
180,True,0.8571429,7554,23.22249,0.3142706
181,True,0.8580645,13352,58.42068,0.0
182,True,0.8589743,2292,42.94976,0.0
183,True,0.8598726,4364,40.14403,0.0
184,True,0.8607595,2792,22.48544,0.1275072
185,True,0.8616352,2856,10.56178,0.727591
186,True,0.8625,1776,36.95688,0.0
187,True,0.863354,3002,45.89892,0.0
188,True,0.8641976,470,56.0035,0.0
189,False,0.8641976,20000,0.0735,0.8641976
190,True,0.8650306,9258,20.10408,0.2888313
191,True,0.8658537,5710,21.80108,0.1961471
192,True,0.8666667,966,8.750522,0.6832298
193,False,0.8666667,20000,0.2085,0.8666667
194,True,0.8674699,490,27.07664,0.0
195,True,0.8682635,13440,36.04257,0.08735119
196,True,0.8690476,3624,32.66672,0.0
197,True,0.8698225,2908,32.64304,0.0
198,True,0.8705882,15588,31.52654,0.1701309
199,True,0.871345,17784,24.24121,0.1775753
200,True,0.872093,8424,27.22476,0.1189459
201,True,0.867052,2476,9.75954,0.8537964
202,True,0.8678161,3066,25.23441,0.0
203,True,0.8685714,1648,39.16418,0.0
