episode,capture,lone_wolf_rate,prey_survived_step,average_predator_distance,predator_proximity_rate
0,True,1.0,410,27.79254,0.0
1,True,1.0,1497,24.29363,0.0
2,True,1.0,622,32.21883,0.0
3,True,1.0,1139,25.05269,0.0
4,True,1.0,132,9.372815,0.01515152
5,True,1.0,398,13.61811,0.04773869
6,True,1.0,640,26.47764,0.0
7,True,1.0,215,16.97845,0.01395349
8,True,1.0,333,9.290403,0.2192192
9,True,1.0,1650,3.043604,0.9836364
10,True,1.0,218,23.20398,0.0
11,True,1.0,399,8.101177,0.0
12,True,1.0,2057,34.06332,0.0
13,True,1.0,270,8.193139,0.2777778
14,True,1.0,254,18.62092,0.0
15,True,1.0,3699,16.08591,0.2460124
16,True,1.0,904,16.02641,0.0
17,True,1.0,1521,23.61812,0.0
18,True,0.9473684,3395,3.078306,0.9487482
19,True,0.95,935,38.69499,0.0
20,True,0.952381,1376,17.18336,0.0
21,True,0.9545454,125,36.46728,0.0
22,True,0.9565217,2881,21.74103,0.2075668
23,True,0.9583333,300,14.16788,0.0
24,True,0.92,433,26.79561,0.0
25,True,0.9230769,3557,15.03183,0.01377565
26,True,0.9259259,513,27.75175,0.0
27,True,0.9285714,179,34.57291,0.0
28,True,0.9310345,487,33.079,0.0
29,True,0.9333333,419,4.364679,0.7422434
30,True,0.9354839,494,33.19815,0.0
31,True,0.9375,455,31.18877,0.0
32,True,0.9393939,4081,2.367998,0.9808871
33,True,0.9411765,72,34.02298,0.0
34,True,0.9428571,3334,3.666483,0.9454109
35,True,0.9444444,1,15.14361,0.0
36,True,0.9459459,145,19.43879,0.0
37,True,0.9473684,120,34.24073,0.0
38,True,0.948718,760,29.76029,0.0
39,True,0.95,1480,18.14907,0.01486486
40,True,0.9512195,2742,7.157125,0.6167032
41,True,0.952381,204,26.74192,0.0
42,True,0.9534883,286,23.16853,0.0
43,True,0.9545454,3442,19.65447,0.0191749
44,True,0.9555556,4549,8.370538,0.6062871
45,True,0.9565217,126,14.90923,0.0
46,True,0.9574468,474,27.73647,0.0
47,True,0.9583333,249,19.46028,0.0
48,True,0.9591837,930,25.43747,0.0
49,True,0.96,767,23.08995,0.0
50,True,0.9607843,2530,32.46706,0.02964427
51,True,0.9423077,2153,4.078925,0.8235021
52,True,0.9433962,121,28.45105,0.0
53,True,0.9444444,2796,39.66753,0.0
54,True,0.9454545,3945,21.89234,0.0
55,True,0.9464286,436,21.91907,0.0
56,True,0.9473684,213,36.82339,0.0
