episode,capture,lone_wolf_rate,prey_survived_step,average_predator_distance,predator_proximity_rate
0,True,1.0,238,30.14153,0.0
1,True,1.0,260,32.04135,0.0
2,True,0.6666667,3804,5.213976,0.7134595
3,True,0.5,820,15.12432,0.03536585
4,True,0.6,343,14.67385,0.0
5,True,0.6666667,2535,15.78295,0.0
6,True,0.5714286,4068,15.91177,0.2438545
7,True,0.5,8983,2.950144,0.9319826
8,True,0.5555556,422,20.95609,0.0
9,True,0.6,4137,13.64748,0.0
10,True,0.6363636,112,25.95946,0.0
11,True,0.6666667,2067,36.93726,0.0
12,True,0.6923077,4390,8.961226,0.5895216
13,True,0.7142857,310,23.56304,0.0
14,True,0.7333333,215,23.04133,0.0
15,True,0.75,353,22.47787,0.0
16,True,0.7058824,71,9.433511,0.0
17,True,0.7222222,230,12.31016,0.0
18,True,0.7368421,615,29.17948,0.0
19,True,0.75,136,32.83308,0.0
20,True,0.7619048,4489,10.89019,0.3851637
21,True,0.7272727,36,5.835822,0.6111111
22,True,0.7391304,103,10.04966,0.0
23,True,0.7083333,2393,2.707903,0.9770163
24,True,0.72,238,31.80111,0.0
25,True,0.7307692,1722,32.1708,0.0
26,True,0.7407407,653,9.865399,0.0
27,True,0.75,734,28.99456,0.0
28,True,0.7586207,665,16.3478,0.2511278
29,True,0.7666667,921,19.988,0.0
30,True,0.7741935,3490,32.0811,0.0
31,True,0.78125,70,18.20015,0.0
32,True,0.7878788,1699,13.36292,0.0
33,True,0.7941176,47,15.92955,0.0
34,True,0.7714286,7926,15.59757,0.3178148
35,True,0.75,464,4.979001,0.5991379
36,True,0.7567568,131,8.182647,0.0
37,True,0.7368421,3368,3.40645,0.9106295
38,True,0.7435898,136,19.90444,0.0
39,True,0.75,349,17.21489,0.0
40,True,0.7317073,1763,8.303398,0.5808281
41,True,0.7380952,260,26.1991,0.0
42,True,0.744186,1954,10.05981,0.6340839
43,True,0.75,2187,17.6929,0.0
44,True,0.7555556,1502,5.403874,0.6171771
45,True,0.7608696,2965,15.32147,0.0
46,True,0.7446808,3563,4.243744,0.7445973
47,True,0.75,1611,22.49824,0.0
48,True,0.755102,194,43.2779,0.0
49,True,0.76,725,28.70098,0.0
50,True,0.7647059,197,22.15035,0.0
51,True,0.7692308,385,24.80858,0.0
52,True,0.7735849,3168,8.147962,0.6840278
53,True,0.7777778,1276,20.29949,0.0
54,True,0.7818182,2934,27.34075,0.0
55,False,0.7818182,10000,0.8601,0.7818182
56,True,0.7857143,255,23.93519,0.0
57,True,0.7894737,1736,19.17241,0.0
58,True,0.7931035,1307,17.831,0.0
59,True,0.7966102,104,31.22355,0.0
60,True,0.8,2486,10.06792,0.05068383
61,True,0.8032787,87,36.4419,0.0
62,True,0.8064516,329,21.21101,0.0
63,True,0.8095238,316,39.25071,0.0
64,True,0.8125,318,20.71676,0.0
65,True,0.8153846,213,40.25985,0.0
66,True,0.8181818,3268,8.85993,0.4023868
67,True,0.8208955,274,20.40374,0.0
68,True,0.8235294,580,22.35069,0.0
69,True,0.8260869,76,28.26721,0.0
70,True,0.8285714,1,10.64202,0.0
71,True,0.8309859,107,39.54453,0.0
72,True,0.8333333,2222,27.51558,0.0
73,True,0.8356164,347,38.27008,0.0
74,True,0.8378378,1140,9.65611,0.0
75,True,0.84,114,25.25321,0.0
76,True,0.8289474,4859,3.376592,0.8905125
77,True,0.8311688,1319,28.86006,0.0
78,True,0.8333333,406,30.81326,0.0
79,True,0.835443,2072,24.81275,0.0
80,True,0.8375,133,27.45449,0.0
81,True,0.8395061,135,9.41923,0.08148148
82,True,0.8414634,1895,26.87272,0.0
83,True,0.8433735,141,34.12553,0.0
84,True,0.8452381,76,19.71302,0.0
85,True,0.8470588,334,17.54442,0.0
86,True,0.8488372,96,21.92966,0.0
87,True,0.8390805,1340,3.063677,0.9440299
88,True,0.8409091,3279,27.10349,0.0
89,True,0.8426966,186,24.49685,0.0
90,True,0.8333333,1635,9.492274,0.2697248
91,True,0.8351648,1660,17.64896,0.0
92,True,0.8369565,73,39.32113,0.0
93,True,0.8387097,3458,26.77842,0.0
94,True,0.8297873,3835,3.630839,0.8471969
95,True,0.831579,2261,32.00584,0.0
96,True,0.8333333,720,39.12626,0.0
97,True,0.8350515,794,21.73497,0.0
98,True,0.8367347,827,27.8809,0.0
99,True,0.8383839,2584,24.24621,0.0
100,True,0.84,1445,16.84092,0.0
101,True,0.8316832,100,7.878251,0.23
102,True,0.8235294,745,4.020635,0.8375839
103,True,0.8252427,270,29.85687,0.0
104,True,0.8173077,1923,25.99753,0.03796152
105,True,0.8190476,702,29.60321,0.0
106,True,0.8207547,837,25.54422,0.0
107,True,0.8130841,3074,5.219525,0.6054001
108,True,0.8148148,324,28.11779,0.0
109,True,0.8165138,258,11.05387,0.007751938
110,True,0.8181818,186,35.06741,0.0
111,True,0.8198198,280,24.10781,0.0
112,True,0.8214286,859,12.41802,0.0
113,True,0.8230088,241,21.9195,0.0
114,True,0.8245614,1162,19.49975,0.0
115,True,0.8260869,1433,17.49605,0.1577111
116,True,0.8275862,194,12.90453,0.0
117,True,0.8290598,195,23.45975,0.0
118,True,0.8305085,692,20.44788,0.0
119,True,0.8319328,745,20.77518,0.0
120,True,0.825,16,5.566832,1.0
121,True,0.8264463,142,22.00799,0.0
122,True,0.8278689,341,24.0411,0.0
123,True,0.8292683,688,20.90027,0.0
124,True,0.8306451,496,16.09313,0.0
125,True,0.824,3160,5.453565,0.739557
126,True,0.8253968,284,34.47054,0.0
127,True,0.8188977,2421,11.0364,0.2218092
128,True,0.8125,6690,3.859487,0.8889387
129,True,0.8139535,2028,28.311,0.0
130,True,0.8153846,282,33.04578,0.0
131,True,0.8167939,3476,6.767123,0.7658228
132,True,0.8181818,376,19.99118,0.0
133,True,0.8195488,90,14.53166,0.0
134,True,0.8134328,884,4.327598,0.7986425
135,True,0.8148148,470,25.65123,0.0
136,True,0.8161765,2314,24.94309,0.0
137,True,0.8175182,141,33.78803,0.0
138,True,0.8188406,280,9.375186,0.1107143
139,True,0.8201439,366,18.14862,0.0
140,True,0.8214286,807,25.61476,0.0
141,True,0.822695,1412,36.4874,0.0
142,True,0.8169014,295,2.219478,1.0
143,True,0.8181818,307,17.38595,0.0
144,True,0.8125,346,3.417341,0.8699422
145,True,0.8068966,5238,3.640631,0.9075983
146,True,0.8082192,1678,14.69415,0.0750894
147,True,0.8095238,231,33.72464,0.0
148,True,0.8108108,4076,3.844565,0.9801276
149,True,0.8120806,289,32.75307,0.0
150,True,0.8133333,39,28.01629,0.0
151,True,0.8145695,216,23.31784,0.0
152,True,0.8092105,960,16.86135,0.002083333
153,True,0.8104575,263,23.10243,0.0
154,True,0.8051948,738,3.135166,0.8373984
155,True,0.8064516,240,20.49182,0.0
156,True,0.8076923,270,20.33583,0.0
157,True,0.8089172,358,7.428587,0.4553073
158,True,0.8101266,291,23.26906,0.0
159,True,0.8113208,1,11.69619,0.0
160,True,0.8125,805,31.24248,0.0
161,True,0.8074534,4403,4.648371,0.8416988
162,True,0.808642,301,33.94067,0.0
163,True,0.8098159,506,33.78579,0.0
164,True,0.8109756,474,29.83814,0.0
165,True,0.8121212,149,4.275442,1.0
166,True,0.813253,434,15.41179,0.0
167,True,0.8083832,606,6.95682,0.650165
168,True,0.8035714,3249,2.479159,1.0
169,True,0.8047338,602,23.058,0.0
170,True,0.8058823,202,13.17534,0.0
171,True,0.8011696,5877,2.589869,0.9681811
172,True,0.8023256,1132,27.78591,0.0
173,True,0.7976879,1636,13.33642,0.3691932
174,True,0.7988506,1202,21.50874,0.0
175,True,0.8,1539,31.14656,0.0
176,True,0.8011364,1727,26.34821,0.0
177,True,0.8022599,1129,27.84673,0.0
178,True,0.8033708,385,16.96501,0.0
179,True,0.8044693,2464,2.917712,0.9561688
180,True,0.8,657,9.833024,0.01369863
181,True,0.801105,51,36.46687,0.0
182,False,0.801105,10000,0.7897,0.801105
183,True,0.8021978,2787,13.83317,0.0
184,True,0.8032787,1518,28.70634,0.0
185,True,0.7989131,1652,2.63151,0.9715496
186,True,0.8,2010,5.293589,0.7169154
187,True,0.8010753,80,17.83044,0.0
188,True,0.802139,153,21.5839,0.0
189,True,0.8031915,1317,25.1532,0.0
190,True,0.8042328,235,29.93697,0.0
191,True,0.8,252,7.649639,0.1587302
192,True,0.7958115,1890,2.936271,0.9164021
193,True,0.7916667,2480,2.569744,0.9975806
194,True,0.7927461,3305,2.468849,0.9930409
195,True,0.7886598,8992,2.922753,0.959742
196,True,0.7846154,1248,7.454869,0.6546474
197,True,0.7857143,2131,24.36143,0.0
198,True,0.7868021,1744,32.3528,0.0
199,True,0.7878788,1116,29.22651,0.0
200,True,0.7889447,1418,3.652022,0.8088858
201,True,0.785,1125,2.0106,1.0
202,True,0.7860696,2496,27.38167,0.0
203,True,0.7871287,189,25.56418,0.0
204,True,0.7881773,498,10.30287,0.0
205,True,0.7843137,3315,2.310757,1.0
206,True,0.7853659,333,26.1742,0.0
207,True,0.7815534,7084,3.275833,0.9274421
208,True,0.7826087,499,15.07254,0.0
209,True,0.7836539,22,19.90686,0.0
210,True,0.784689,66,29.35138,0.0
211,True,0.7857143,294,26.09784,0.0
212,True,0.7867299,1821,20.47694,0.0
213,True,0.7877358,561,26.1549,0.0
214,True,0.7887324,2089,12.2308,0.4523695
215,True,0.7897196,868,4.289287,0.8087558
216,True,0.7860465,4094,2.353096,1.0
217,True,0.787037,2666,25.16489,0.0
218,True,0.7880184,856,15.4257,0.0
219,True,0.7889909,406,40.58422,0.0
220,True,0.7899544,1402,10.44648,0.0
221,True,0.7909091,146,28.3503,0.0
222,True,0.7918552,6141,2.809544,0.9270477
223,True,0.7882883,4784,3.133457,0.9149247
224,True,0.7892377,119,11.69844,0.0
225,True,0.7901786,158,10.18045,0.0
226,True,0.7911111,7435,5.815038,0.7830531
227,True,0.7920354,2033,21.65376,0.0
228,True,0.7929515,682,30.50862,0.0
229,True,0.7938597,228,25.34967,0.0
230,True,0.7947598,147,26.88064,0.0
231,True,0.7956522,269,22.19827,0.0
232,True,0.7965368,2086,24.82314,0.0
233,True,0.7931035,7153,9.659235,0.5425696
234,True,0.7939914,2066,26.91335,0.0
235,True,0.7948718,800,20.37718,0.0
236,True,0.7957447,65,11.92125,0.0
237,True,0.7923729,523,2.239503,1.0
238,True,0.793249,396,21.87461,0.0
239,True,0.7941176,6539,2.581544,0.9611561
240,True,0.7949791,1724,14.77894,0.0
241,True,0.7958333,462,18.60699,0.0
242,True,0.7966805,430,13.11768,0.0
243,True,0.7933884,3006,6.112823,0.664338
244,True,0.7942387,235,10.76348,0.0
245,True,0.795082,318,23.26012,0.0
246,True,0.7959183,1852,19.73455,0.0
247,True,0.796748,249,23.46786,0.0
248,True,0.7935222,2699,3.433085,0.8569841
249,True,0.7943549,712,21.30963,0.0
