[Inference] gamma_0995
[Episode 0] [capture] total_captures = 1, lone_wolf_captures = 1, prey_survived_step = 105, predator_distance = 26.35756, avg_predator_distance = 27.69309, predator_proximity_rate = 0, score = 1
[Episode 1] [capture] total_captures = 2, lone_wolf_captures = 1, prey_survived_step = 4115, predator_distance = 4.949101, avg_predator_distance = 3.817457, predator_proximity_rate = 0.9803159, score = 0.5
[Episode 2] [capture] total_captures = 3, lone_wolf_captures = 2, prey_survived_step = 338, predator_distance = 21.04382, avg_predator_distance = 21.34319, predator_proximity_rate = 0, score = 0.6666667
[Episode 3] [capture] total_captures = 4, lone_wolf_captures = 3, prey_survived_step = 181, predator_distance = 29.35018, avg_predator_distance = 31.40523, predator_proximity_rate = 0, score = 0.75
[Episode 4] [capture] total_captures = 5, lone_wolf_captures = 4, prey_survived_step = 35, predator_distance = 19.85216, avg_predator_distance = 19.4664, predator_proximity_rate = 0, score = 0.8
[Episode 5] [capture] total_captures = 6, lone_wolf_captures = 5, prey_survived_step = 2772, predator_distance = 32.34515, avg_predator_distance = 12.85965, predator_proximity_rate = 0.5804473, score = 0.8333333
[Episode 6] [capture] total_captures = 7, lone_wolf_captures = 6, prey_survived_step = 247, predator_distance = 36.95861, avg_predator_distance = 32.73336, predator_proximity_rate = 0, score = 0.8571429
[Episode 7] [capture] total_captures = 8, lone_wolf_captures = 7, prey_survived_step = 1392, predator_distance = 30.3391, avg_predator_distance = 21.85368, predator_proximity_rate = 0, score = 0.875
[Episode 8] [capture] total_captures = 9, lone_wolf_captures = 8, prey_survived_step = 823, predator_distance = 10.98874, avg_predator_distance = 16.07153, predator_proximity_rate = 0, score = 0.8888889
[Episode 9] [capture] total_captures = 10, lone_wolf_captures = 9, prey_survived_step = 522, predator_distance = 29.49289, avg_predator_distance = 21.8595, predator_proximity_rate = 0, score = 0.9
[Episode 10] [capture] total_captures = 11, lone_wolf_captures = 9, prey_survived_step = 1012, predator_distance = 5.798616, avg_predator_distance = 4.495828, predator_proximity_rate = 0.958498, score = 0.8181818
[Episode 11] [capture] total_captures = 12, lone_wolf_captures = 10, prey_survived_step = 1336, predator_distance = 35.13375, avg_predator_distance = 37.07605, predator_proximity_rate = 0, score = 0.8333333
[Episode 12] [capture] total_captures = 13, lone_wolf_captures = 11, prey_survived_step = 71, predator_distance = 38.56546, avg_predator_distance = 38.26981, predator_proximity_rate = 0, score = 0.8461539
[Episode 13] [capture] total_captures = 14, lone_wolf_captures = 12, prey_survived_step = 1239, predator_distance = 8.456822, avg_predator_distance = 7.965587, predator_proximity_rate = 0.5948346, score = 0.8571429
[Episode 14] [capture] total_captures = 15, lone_wolf_captures = 13, prey_survived_step = 2457, predator_distance = 16.15688, avg_predator_distance = 4.392622, predator_proximity_rate = 0.9503459, score = 0.8666667
[Episode 15] [capture] total_captures = 16, lone_wolf_captures = 14, prey_survived_step = 436, predator_distance = 36.22904, avg_predator_distance = 34.22189, predator_proximity_rate = 0, score = 0.875
[Episode 16] [capture] total_captures = 17, lone_wolf_captures = 15, prey_survived_step = 589, predator_distance = 16.81321, avg_predator_distance = 20.10194, predator_proximity_rate = 0, score = 0.8823529
[Episode 17] [capture] total_captures = 18, lone_wolf_captures = 16, prey_survived_step = 1012, predator_distance = 12.09298, avg_predator_distance = 6.223898, predator_proximity_rate = 0.8122529, score = 0.8888889
[Episode 18] [capture] total_captures = 19, lone_wolf_captures = 17, prey_survived_step = 681, predator_distance = 25.20108, avg_predator_distance = 26.92689, predator_proximity_rate = 0, score = 0.8947368
[Episode 19] [capture] total_captures = 20, lone_wolf_captures = 18, prey_survived_step = 3334, predator_distance = 11.04987, avg_predator_distance = 4.016593, predator_proximity_rate = 0.9904019, score = 0.9
[Episode 20] [capture] total_captures = 21, lone_wolf_captures = 19, prey_survived_step = 1800, predator_distance = 32.0077, avg_predator_distance = 26.65204, predator_proximity_rate = 0, score = 0.9047619
[Episode 21] [capture] total_captures = 22, lone_wolf_captures = 20, prey_survived_step = 259, predator_distance = 29.39582, avg_predator_distance = 28.98934, predator_proximity_rate = 0, score = 0.9090909
