[Inference] sequence_length_32_memory_size_128
[Episode 0] [capture] total_captures = 1, lone_wolf_captures = 1, prey_survived_step = 147, predator_distance = 29.39043, avg_predator_distance = 30.38597, predator_proximity_rate = 0, score = 1
[Episode 1] [capture] total_captures = 2, lone_wolf_captures = 2, prey_survived_step = 420, predator_distance = 30.49891, avg_predator_distance = 26.72424, predator_proximity_rate = 0, score = 1
[Episode 2] [capture] total_captures = 3, lone_wolf_captures = 3, prey_survived_step = 756, predator_distance = 31.69043, avg_predator_distance = 23.59395, predator_proximity_rate = 0, score = 1
[Episode 3] [capture] total_captures = 4, lone_wolf_captures = 4, prey_survived_step = 621, predator_distance = 14.57147, avg_predator_distance = 18.27121, predator_proximity_rate = 0, score = 1
[Episode 4] [capture] total_captures = 5, lone_wolf_captures = 4, prey_survived_step = 3273, predator_distance = 3.113907, avg_predator_distance = 4.213228, predator_proximity_rate = 0.8350137, score = 0.8
[Episode 5] [capture] total_captures = 6, lone_wolf_captures = 5, prey_survived_step = 165, predator_distance = 33.4313, avg_predator_distance = 29.1679, predator_proximity_rate = 0, score = 0.8333333
[Episode 6] [capture] total_captures = 7, lone_wolf_captures = 6, prey_survived_step = 5164, predator_distance = 24.33863, avg_predator_distance = 3.222791, predator_proximity_rate = 0.9695972, score = 0.8571429
[Episode 7] [capture] total_captures = 8, lone_wolf_captures = 7, prey_survived_step = 4490, predator_distance = 41.88688, avg_predator_distance = 28.69369, predator_proximity_rate = 0, score = 0.875
[Episode 8] [capture] total_captures = 9, lone_wolf_captures = 8, prey_survived_step = 428, predator_distance = 42.91903, avg_predator_distance = 35.04676, predator_proximity_rate = 0, score = 0.8888889
[Episode 9] [capture] total_captures = 10, lone_wolf_captures = 9, prey_survived_step = 2178, predator_distance = 17.5053, avg_predator_distance = 8.800985, predator_proximity_rate = 0.6864095, score = 0.9
[Episode 10] [capture] total_captures = 11, lone_wolf_captures = 10, prey_survived_step = 1960, predator_distance = 9.658828, avg_predator_distance = 19.03421, predator_proximity_rate = 0, score = 0.9090909
[Episode 11] [capture] total_captures = 12, lone_wolf_captures = 11, prey_survived_step = 362, predator_distance = 10.9784, avg_predator_distance = 14.8817, predator_proximity_rate = 0, score = 0.9166667
[Episode 12] [capture] total_captures = 13, lone_wolf_captures = 12, prey_survived_step = 1, predator_distance = 15.27348, avg_predator_distance = 15.20756, predator_proximity_rate = 0, score = 0.9230769
[Episode 13] [capture] total_captures = 14, lone_wolf_captures = 13, prey_survived_step = 8184, predator_distance = 11.1423, avg_predator_distance = 4.631824, predator_proximity_rate = 0.8413978, score = 0.9285714
[Episode 14] [capture] total_captures = 15, lone_wolf_captures = 14, prey_survived_step = 1958, predator_distance = 22.87774, avg_predator_distance = 24.556, predator_proximity_rate = 0, score = 0.9333333
[Episode 15] [capture] total_captures = 16, lone_wolf_captures = 15, prey_survived_step = 2866, predator_distance = 14.03959, avg_predator_distance = 5.519454, predator_proximity_rate = 0.7826239, score = 0.9375
[Episode 16] [capture] total_captures = 17, lone_wolf_captures = 16, prey_survived_step = 717, predator_distance = 33.17693, avg_predator_distance = 27.20456, predator_proximity_rate = 0, score = 0.9411765
[Episode 17] [capture] total_captures = 18, lone_wolf_captures = 17, prey_survived_step = 5664, predator_distance = 28.38387, avg_predator_distance = 3.616102, predator_proximity_rate = 0.9406779, score = 0.9444444
[Episode 18] [capture] total_captures = 19, lone_wolf_captures = 17, prey_survived_step = 1734, predator_distance = 3.223381, avg_predator_distance = 2.770426, predator_proximity_rate = 0.9867359, score = 0.8947368
[Episode 19] [capture] total_captures = 20, lone_wolf_captures = 17, prey_survived_step = 2624, predator_distance = 2.963186, avg_predator_distance = 3.634267, predator_proximity_rate = 0.9954268, score = 0.85
[Episode 20] [capture] total_captures = 21, lone_wolf_captures = 18, prey_survived_step = 72, predator_distance = 31.10743, avg_predator_distance = 29.06809, predator_proximity_rate = 0, score = 0.8571429
[Episode 21] [capture] total_captures = 22, lone_wolf_captures = 18, prey_survived_step = 3774, predator_distance = 2.196539, avg_predator_distance = 7.975771, predator_proximity_rate = 0.45469, score = 0.8181818
[Episode 22] [capture] total_captures = 23, lone_wolf_captures = 19, prey_survived_step = 4011, predator_distance = 14.23504, avg_predator_distance = 6.470762, predator_proximity_rate = 0.7060583, score = 0.8260869
[Episode 23] [capture] total_captures = 24, lone_wolf_captures = 20, prey_survived_step = 3010, predator_distance = 14.54099, avg_predator_distance = 2.989992, predator_proximity_rate = 0.9750831, score = 0.8333333
[Episode 24] [capture] total_captures = 25, lone_wolf_captures = 20, prey_survived_step = 2208, predator_distance = 1.959349, avg_predator_distance = 2.577362, predator_proximity_rate = 0.9968297, score = 0.8
[Episode 25] [capture] total_captures = 26, lone_wolf_captures = 21, prey_survived_step = 137, predator_distance = 17.55254, avg_predator_distance = 23.54519, predator_proximity_rate = 0, score = 0.8076923
[Episode 26] [capture] total_captures = 27, lone_wolf_captures = 22, prey_survived_step = 957, predator_distance = 20.38129, avg_predator_distance = 18.10493, predator_proximity_rate = 0, score = 0.8148148
[Episode 27] [capture] total_captures = 28, lone_wolf_captures = 23, prey_survived_step = 130, predator_distance = 37.0092, avg_predator_distance = 37.27038, predator_proximity_rate = 0, score = 0.8214286
[Episode 28] [capture] total_captures = 29, lone_wolf_captures = 24, prey_survived_step = 1043, predator_distance = 27.12829, avg_predator_distance = 36.81975, predator_proximity_rate = 0, score = 0.8275862
[Episode 29] [capture] total_captures = 30, lone_wolf_captures = 24, prey_survived_step = 2906, predator_distance = 3.021608, avg_predator_distance = 4.246394, predator_proximity_rate = 0.8613214, score = 0.8
[Episode 30] [capture] total_captures = 31, lone_wolf_captures = 24, prey_survived_step = 4170, predator_distance = 5.286982, avg_predator_distance = 3.300457, predator_proximity_rate = 0.9378897, score = 0.7741935
[Episode 31] [capture] total_captures = 32, lone_wolf_captures = 25, prey_survived_step = 1669, predator_distance = 11.59273, avg_predator_distance = 23.29019, predator_proximity_rate = 0, score = 0.78125
[Episode 32] [capture] total_captures = 33, lone_wolf_captures = 26, prey_survived_step = 1111, predator_distance = 12.07623, avg_predator_distance = 17.46774, predator_proximity_rate = 0, score = 0.7878788
[Episode 33] [capture] total_captures = 34, lone_wolf_captures = 27, prey_survived_step = 3861, predator_distance = 26.48869, avg_predator_distance = 24.44918, predator_proximity_rate = 0, score = 0.7941176
[Episode 34] [capture] total_captures = 35, lone_wolf_captures = 28, prey_survived_step = 4584, predator_distance = 25.2247, avg_predator_distance = 7.802861, predator_proximity_rate = 0.7253491, score = 0.8
[Episode 35] [timeout] total_captures = 35, lone_wolf_captures = 28, prey_survived_step = 10000, avg_predator_distance = 3.491671, predator_proximity_rate = 0.9312, score = 0.8
[Episode 36] [capture] total_captures = 36, lone_wolf_captures = 29, prey_survived_step = 319, predator_distance = 23.91833, avg_predator_distance = 18.88868, predator_proximity_rate = 0, score = 0.8055556
[Episode 37] [capture] total_captures = 37, lone_wolf_captures = 30, prey_survived_step = 927, predator_distance = 19.08422, avg_predator_distance = 5.070487, predator_proximity_rate = 0.8576052, score = 0.8108108
