episode,capture,lone_wolf_rate,prey_survived_step,average_predator_distance,predator_proximity_rate
0,True,0.0,6528,34.23276,0.1164216
1,True,0.5,5176,31.73205,0.1251932
2,True,0.6666667,5264,49.14551,0.0
3,False,0.6666667,20000,0.3023,0.6666667
4,True,0.75,19584,21.9255,0.5181781
5,True,0.6,2730,31.00996,0.2285714
6,True,0.6666667,5716,41.37659,0.0
7,True,0.7142857,6224,39.24381,0.05623393
8,True,0.75,1574,9.487275,0.8526048
9,True,0.7777778,11494,33.66178,0.1179746
10,True,0.7,14022,17.55063,0.6350021
11,True,0.7272727,5922,37.52049,0.0
12,True,0.6666667,6224,18.65154,0.1648458
13,True,0.6923077,8420,35.47356,0.03467933
14,True,0.7142857,2592,39.19483,0.05787037
15,True,0.6666667,2366,36.41507,0.08791209
16,True,0.625,2192,14.01238,0.1989051
17,True,0.6470588,3690,31.31406,0.1311653
18,True,0.6666667,8404,38.93908,0.08924322
19,True,0.6842105,3516,37.59822,0.0
20,True,0.7,1996,21.67869,0.4789579
21,True,0.6666667,19866,10.11419,0.8400282
22,True,0.6363636,3498,26.24373,0.1543739
23,True,0.6521739,5658,33.72484,0.08731
24,False,0.6521739,20000,0.4042,0.6521739
25,True,0.625,10118,21.29173,0.3901957
26,True,0.64,3954,35.6878,0.1183612
27,True,0.6538461,4144,31.73306,0.0
28,True,0.6666667,1326,31.70133,0.0
29,False,0.6666667,20000,0.052,0.6666667
30,True,0.6785714,3068,38.20345,0.005867014
31,True,0.6551724,7546,28.74524,0.3583356
32,False,0.6551724,20000,0.3254,0.6551724
33,False,0.6551724,20000,0.0381,0.6551724
34,True,0.6333333,8898,30.70845,0.2623061
35,True,0.6451613,2770,24.16108,0.1703971
36,True,0.65625,17352,29.26317,0.2261411
37,False,0.65625,20000,0.2898,0.65625
38,True,0.6666667,16210,45.73119,0.0
39,True,0.6764706,8344,32.17892,0.2833174
40,True,0.6857143,5286,41.87045,0.04578131
41,True,0.6944444,994,25.36079,0.2555332
42,True,0.7027027,2712,45.13335,0.0
43,True,0.7105263,9202,38.63179,0.08541621
44,False,0.7105263,20000,0.4877,0.7105263
45,True,0.7179487,2312,46.03287,0.0
46,True,0.725,11800,25.96987,0.2986441
47,True,0.7317073,7548,30.29394,0.3590355
48,True,0.7380952,2802,25.14818,0.1234832
49,True,0.744186,2954,53.591,0.0
50,False,0.744186,20000,0.0917,0.744186
51,True,0.75,4460,46.50418,0.0
52,True,0.7555556,3934,33.63822,0.0788002
53,True,0.7608696,6506,26.09599,0.08422994
54,True,0.7659575,4052,23.25733,0.1100691
55,False,0.7659575,20000,0.4343,0.7659575
56,True,0.7708333,12164,38.03268,0.02449852
57,False,0.7708333,20000,0.2223,0.7708333
58,True,0.755102,6532,18.11461,0.3738518
59,True,0.76,2478,33.86951,0.1323648
60,True,0.7647059,19618,41.63664,0.07605261
61,True,0.75,12676,33.96735,0.07415588
62,True,0.7358491,11372,41.2141,0.04801266
63,False,0.7358491,20000,0.2874,0.7358491
64,False,0.7358491,20000,0.0212,0.7358491
65,True,0.7222222,1254,38.96657,0.009569378
66,True,0.7272727,758,47.26207,0.0
67,True,0.7321429,3922,56.00026,0.0
68,True,0.7368421,3876,44.09582,0.0
69,False,0.7368421,20000,0.2173,0.7368421
70,False,0.7368421,20000,0.0708,0.7368421
71,False,0.7368421,20000,0.4054,0.7368421
72,True,0.7413793,2944,27.11624,0.0
73,True,0.7457627,5090,32.62909,0.1013752
74,True,0.75,16182,33.79432,0.2241997
75,True,0.7540984,4218,33.28611,0.1313419
76,True,0.7580645,2058,27.92618,0.1195335
77,True,0.7619048,5318,29.61569,0.1177134
78,True,0.765625,5354,48.68901,0.0
79,True,0.7692308,9308,36.20971,0.0
80,True,0.7727273,12546,54.43251,0.0
81,True,0.7761194,1582,23.1031,0.0
82,False,0.7761194,20000,0.6564,0.7761194
83,True,0.7794118,1482,32.60021,0.0
84,True,0.7681159,10058,31.92693,0.2740107
85,True,0.7571428,5170,26.64977,0.27853
86,True,0.7605634,3136,46.03587,0.0
87,True,0.7638889,6340,24.6761,0.07728706
88,True,0.7671233,10538,43.29525,0.0
89,True,0.7567568,2514,6.490407,1.0
90,True,0.76,11010,44.62165,0.0
91,True,0.7631579,1826,40.72988,0.0
92,True,0.7662337,2608,35.0153,0.0
93,False,0.7662337,20000,0.4039,0.7662337
94,True,0.7692308,5180,30.10906,0.0
95,True,0.7721519,11402,40.38415,0.03841431
96,True,0.7625,14218,19.96219,0.3550429
97,True,0.7654321,10622,28.80575,0.4219544
98,True,0.7682927,6592,31.11641,0.06644417
99,True,0.7710843,1754,48.56471,0.0
100,True,0.7738096,8844,38.99802,0.04794211
101,True,0.7764706,1078,44.51488,0.0
102,False,0.7764706,20000,0.0031,0.7764706
103,False,0.7764706,20000,0.1876,0.7764706
104,True,0.7790698,4918,41.81379,0.0
105,True,0.770115,7446,22.2368,0.2868654
106,True,0.7727273,13520,36.47372,0.1004438
107,True,0.7752809,9456,46.88253,0.0
108,True,0.7777778,9982,32.68932,0.08535364
109,True,0.7802198,2416,37.07777,0.0
110,True,0.7826087,1150,39.78394,0.0
111,True,0.7849463,3904,40.27273,0.0
112,False,0.7849463,20000,0.0911,0.7849463
113,False,0.7849463,20000,0.4369,0.7849463
114,True,0.7872341,11440,28.29067,0.1697553
115,True,0.7789474,3380,21.78887,0.3674556
116,False,0.7789474,20000,0.1363,0.7789474
117,True,0.78125,12906,28.88578,0.1892143
118,True,0.7835051,7212,28.27802,0.114254
119,True,0.7857143,2694,30.69989,0.2316258
120,True,0.7878788,8306,37.45401,0.0
121,True,0.79,6834,48.45332,0.0
122,True,0.7920792,3978,47.44962,0.0
123,True,0.7843137,716,28.18149,0.1536313
124,True,0.776699,3552,33.29233,0.05067568
125,False,0.776699,20000,0.4608,0.776699
126,True,0.7788461,12294,27.81119,0.1350252
127,True,0.7809524,3376,18.27962,0.3092417
128,True,0.7735849,2914,20.27349,0.2560055
129,True,0.7757009,1350,26.05573,0.0
130,True,0.7685185,9510,22.97272,0.3156677
131,True,0.7706422,8648,21.55037,0.5494912
132,True,0.7727273,5718,25.97876,0.07100385
133,True,0.7747748,9360,40.59155,0.04508547
