[Inference] c9_r5
[Episode 0] [capture] total_captures = 1, lone_wolf_captures = 1, prey_survived_step = 1185, predator_distance = 22.32605, avg_predator_distance = 30.31187, predator_proximity_rate = 0, score = 1
[Episode 1] [capture] total_captures = 2, lone_wolf_captures = 1, prey_survived_step = 488, predator_distance = 6.230506, avg_predator_distance = 8.454547, predator_proximity_rate = 0.5491803, score = 0.5
[Episode 2] [capture] total_captures = 3, lone_wolf_captures = 2, prey_survived_step = 178, predator_distance = 22.11037, avg_predator_distance = 16.25695, predator_proximity_rate = 0, score = 0.6666667
[Episode 3] [capture] total_captures = 4, lone_wolf_captures = 3, prey_survived_step = 558, predator_distance = 28.54091, avg_predator_distance = 22.0414, predator_proximity_rate = 0, score = 0.75
[Episode 4] [capture] total_captures = 5, lone_wolf_captures = 4, prey_survived_step = 545, predator_distance = 25.74328, avg_predator_distance = 26.1439, predator_proximity_rate = 0, score = 0.8
[Episode 5] [capture] total_captures = 6, lone_wolf_captures = 5, prey_survived_step = 2589, predator_distance = 17.72441, avg_predator_distance = 6.196227, predator_proximity_rate = 0.7450753, score = 0.8333333
[Episode 6] [capture] total_captures = 7, lone_wolf_captures = 6, prey_survived_step = 1858, predator_distance = 9.675297, avg_predator_distance = 16.16457, predator_proximity_rate = 0, score = 0.8571429
[Episode 7] [capture] total_captures = 8, lone_wolf_captures = 6, prey_survived_step = 1263, predator_distance = 4.90899, avg_predator_distance = 18.46476, predator_proximity_rate = 0.02454473, score = 0.75
[Episode 8] [capture] total_captures = 9, lone_wolf_captures = 7, prey_survived_step = 895, predator_distance = 31.0887, avg_predator_distance = 21.23086, predator_proximity_rate = 0, score = 0.7777778
[Episode 9] [capture] total_captures = 10, lone_wolf_captures = 8, prey_survived_step = 2481, predator_distance = 17.57479, avg_predator_distance = 19.62906, predator_proximity_rate = 0.1922612, score = 0.8
[Episode 10] [capture] total_captures = 11, lone_wolf_captures = 9, prey_survived_step = 409, predator_distance = 13.74179, avg_predator_distance = 14.69839, predator_proximity_rate = 0, score = 0.8181818
[Episode 11] [capture] total_captures = 12, lone_wolf_captures = 10, prey_survived_step = 3384, predator_distance = 20.31497, avg_predator_distance = 15.98331, predator_proximity_rate = 0.2562057, score = 0.8333333
[Episode 12] [capture] total_captures = 13, lone_wolf_captures = 11, prey_survived_step = 2265, predator_distance = 13.14639, avg_predator_distance = 13.57169, predator_proximity_rate = 0.4357616, score = 0.8461539
