epsode,capture,total_captures,lone_wolf_captures,prey_survived_step,predator_distance,avg_predator_distance,predator_proximity_rate,score,capture_x,capture_z,catcher_predator_x,catcher_predator_z,other_predator_x,other_predator_z
218,True,195,183,1882,19.08644,25.76286,0.0,0.9384615,56.8269,-10.09786,55.85191,-11.78871,43.7301,-26.53107
219,True,196,184,768,36.59616,26.02468,0.0,0.9387755,59.83478,-21.20321,58.88879,-22.77734,62.69568,-59.1749
220,True,197,185,2422,24.05551,37.28255,0.0,0.9390863,25.89505,-34.11808,26.38712,-32.46006,50.40875,-31.18457
221,True,198,186,1938,24.65619,18.8574,0.2249742,0.9393939,40.84142,-2.825623,40.90987,-4.617378,22.71454,-21.2564
222,True,199,187,1696,32.95603,41.96102,0.0,0.9396985,54.88326,-48.35879,53.75807,-49.20677,38.74272,-19.87042
223,True,200,188,17568,62.8231,30.41936,0.06067851,0.94,18.91756,-46.81998,18.32497,-45.08727,64.75943,-2.772072
224,True,201,189,5466,18.42238,37.53318,0.0,0.9402985,53.79895,-52.3302,54.15331,-50.53694,68.65952,-61.88914
225,True,202,189,3902,8.507371,44.34529,0.02614044,0.9356436,68.42792,-2.793701,68.78802,-4.488914,60.42348,-2.937691
226,True,203,189,4768,4.205008,38.17994,0.02600671,0.9310345,68.82939,-54.88083,69.16957,-56.89952,68.10696,-52.83124
227,True,203,189,20000,0,42.72736,0.0354,0.9310345,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
228,True,204,190,1184,20.61305,23.14241,0.0,0.9313725,46.81314,-32.73282,44.98372,-32.67609,31.59779,-48.35117
229,True,205,191,2580,60.65364,38.07779,0.0,0.9317073,68.61563,-3.429863,66.94885,-3.352066,68.685,-63.98085
230,True,206,192,2426,44.5866,26.64922,0.01896125,0.9320388,68.63736,-26.62901,66.93826,-26.39729,23.99094,-14.41847
231,True,207,193,8334,43.09887,39.52026,0.0,0.9323671,68.84177,-67.93041,68.06107,-66.35443,25.07409,-63.25283
232,True,208,194,3312,28.68739,26.77865,0.07669082,0.9326923,13.4882,-20.45667,15.4728,-20.04704,44.1535,-20.65389
233,True,209,195,1882,28.41323,36.63093,0.0,0.9330143,19.95341,-55.71826,21.61055,-54.96346,9.650383,-29.19029
234,True,210,196,3752,52.81481,22.1631,0.1385927,0.9333333,14.20817,-20.07764,15.98179,-19.43885,68.63832,-23.52448
235,True,210,196,20000,0,49.35361,0.0,0.9333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
236,True,211,196,8944,3.127164,32.29809,0.0673077,0.92891,50.09512,-68.02914,50.56015,-66.81055,47.4584,-67.20194
237,True,212,197,698,31.3096,49.48863,0.0,0.9292453,38.86673,-40.50621,40.48883,-39.92363,19.12701,-62.81347
238,True,213,198,4400,47.20178,15.57088,0.5459091,0.9295775,3.27343,-2.476089,4.964142,-2.642876,47.46791,-23.16893
239,True,213,198,20000,0,18.13666,0.3776,0.9295775,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
240,True,214,199,4728,61.05295,52.53561,0.0,0.9299065,68.03738,-2.264412,66.47049,-2.840317,68.65602,-63.85414
241,True,215,200,826,45.42407,40.08467,0.0,0.9302326,52.68799,-19.73341,50.95912,-20.09137,68.6655,-61.92202
242,True,216,201,4088,54.81721,28.05997,0.0,0.9305556,47.17965,-67.99488,48.81409,-67.13484,63.84042,-14.4174
243,True,217,202,8,44.91659,44.83001,0.0,0.9308756,55.8381,-58.98074,55.07407,-60.23831,14.2262,-41.55807
244,True,218,203,414,58.08269,54.64687,0.0,0.9311926,3.238312,-18.56665,4.842842,-18.8616,35.9394,-67.91856
245,True,219,204,6828,64.77213,40.80595,0.0,0.9315069,24.37845,-13.65959,24.50709,-15.16408,68.68758,-62.52971
246,True,220,205,4886,67.95098,51.83951,0.0,0.9318182,46.87371,-60.51471,46.19942,-58.98232,3.223389,-6.348312
247,True,221,206,10232,69.01092,49.28627,0.0,0.9321267,31.15427,-3.10199,32.67944,-4.138008,6.421913,-67.95825
248,True,222,207,2642,28.58211,37.51706,0.0,0.9324324,38.73884,-16.67743,39.93179,-18.19912,18.89714,-37.55061
249,True,223,208,1626,48.42924,46.07142,0.0,0.9327354,2.935753,-8.139862,3.099144,-9.953384,51.41115,-6.590454
