epsode,capture,total_captures,lone_wolf_captures,prey_survived_step,predator_distance,avg_predator_distance,predator_proximity_rate,score,capture_x,capture_z,catcher_predator_x,catcher_predator_z,other_predator_x,other_predator_z
51,True,46,35,13340,45.28027,34.89647,0.2130435,0.7608696,68.62363,-68.3121,66.85226,-67.93375,49.89673,-25.94888
52,True,47,35,2180,1.966406,6.196174,0.7816514,0.7446808,68.53224,-35.45712,67.2346,-36.56757,66.11188,-38.1819
53,True,48,36,2410,27.48402,31.77069,0.05228216,0.75,41.06152,-2.825813,41.82994,-4.398277,59.5419,-25.41391
54,True,49,37,13398,55.07545,17.48249,0.4514107,0.755102,3.038826,-67.90204,3.554092,-66.13959,31.78204,-18.84859
55,True,50,38,6904,72.79751,48.67403,0.0,0.76,2.830658,-67.91494,3.086823,-66.1116,49.58537,-10.09966
56,True,50,38,20000,0,37.91001,0.0854,0.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
57,True,51,39,7304,54.1521,36.93437,0.1237678,0.7647059,2.86306,-2.794281,3.254379,-4.481377,14.682,-57.41367
58,True,51,39,20000,0,43.74144,0.0053,0.7647059,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
59,True,52,39,10026,4.431288,14.55977,0.5631359,0.75,3.306595,-54.36211,4.585793,-55.64835,8.9608,-54.94849
60,True,53,39,4738,4.441534,20.91885,0.29084,0.7358491,23.2857,-2.442245,25.07634,-2.890839,29.50272,-3.25708
61,True,54,40,3016,48.32743,16.99051,0.2519894,0.7407407,12.43517,-66.7254,14.21538,-67.00079,47.54849,-32.00935
62,True,55,40,1456,1.299783,17.92204,0.3612637,0.7272727,46.73546,-2.813759,45.74141,-4.23233,46.38369,-5.362335
63,True,56,41,776,35.70279,44.89613,0.0,0.7321429,14.66881,-55.90148,16.46632,-56.05905,50.39359,-44.9404
64,True,57,42,2866,32.67193,45.95065,0.0,0.7368421,2.707886,-67.89006,3.025146,-66.19753,32.13753,-51.36913
65,True,57,42,20000,0,37.04715,0.0236,0.7368421,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
66,True,58,43,5930,22.23288,34.15201,0.1042159,0.7413793,21.88422,-2.822174,21.1478,-4.441063,42.18813,-11.62286
67,True,59,43,3204,9.339501,11.03095,0.6972534,0.7288136,60.92502,-57.18087,59.72937,-55.77702,50.65971,-53.54825
68,True,60,44,98,23.3242,23.09468,0.0,0.7333333,26.11679,-23.991,26.19536,-22.17336,5.314331,-32.56567
69,True,61,45,4028,39.36637,44.80904,0.0,0.7377049,57.7226,-43.49586,56.74599,-42.0387,20.81791,-25.94885
70,True,62,46,8828,22.93048,18.43002,0.3871772,0.7419355,32.32644,-35.62633,34.08389,-36.13313,52.58206,-22.58235
71,True,63,47,17324,30.57386,25.46489,0.3066266,0.7460318,3.304504,-67.88842,4.696953,-66.7101,25.45198,-44.26085
72,True,64,48,5862,29.82095,11.83887,0.5827363,0.75,20.35306,-48.68701,21.787,-49.85776,45.90245,-32.3157
73,True,65,49,7782,18.23707,23.74812,0.2505783,0.7538462,26.71545,-31.12451,27.95975,-31.85394,46.19286,-32.23066
74,True,66,50,1158,38.88405,44.90599,0.0,0.7575758,28.32538,-35.80269,30.0379,-36.02082,56.16388,-64.82011
75,True,67,51,13568,30.07719,42.98072,0.0,0.7611941,68.63072,-68.35654,66.9153,-68.10052,43.79412,-48.86507
76,True,67,51,20000,0,30.80651,0.1381,0.7611941,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
77,True,67,51,20000,0,20.41581,0.2919,0.7611941,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
78,True,68,52,13316,31.50369,40.71307,0.0916191,0.7647059,68.63193,-68.37553,66.86935,-68.12688,54.14523,-39.30795
79,True,69,53,19678,32.4754,41.2888,0.01646509,0.7681159,69.13913,-2.788223,68.93726,-4.547997,55.39766,-34.06574
80,True,70,54,1856,27.07697,44.15455,0.0,0.7714286,39.42734,-15.84089,39.5413,-17.59329,63.20657,-4.436417
81,True,71,54,748,5.566723,21.46174,0.131016,0.7605634,10.81347,-2.733742,9.248672,-4.104073,14.68441,-2.904724
82,True,72,55,1104,19.98459,25.99351,0.0,0.7638889,37.28699,-32.65261,38.66047,-32.8786,23.37849,-45.7555
83,True,73,55,4100,8.448043,8.383561,0.8043903,0.7534246,3.712944,-2.5858,5.449463,-3.161201,13.71742,-4.89415
84,True,74,56,3370,15.79998,43.63219,0.0,0.7567568,44.81847,-61.27054,44.59679,-59.46582,31.2745,-67.95785
85,True,75,57,16666,42.4131,43.50919,0.0,0.76,68.63458,-68.4235,66.86734,-68.19407,48.72297,-29.85887
86,True,76,58,1290,11.36522,21.07893,0.1302326,0.7631579,68.67264,-35.61934,67.74927,-34.05038,56.43929,-32.93463
87,True,77,59,6134,57.51091,39.54406,0.0,0.7662337,3.274796,-2.475731,5.038368,-2.838715,55.49475,-30.43537
88,True,78,60,6348,18.57647,33.88213,0.06710775,0.7692308,32.38786,-17.25639,30.57564,-17.56841,48.43308,-22.68539
89,True,79,61,896,33.07388,25.01019,0.0,0.7721519,8.40905,-67.88284,9.520576,-66.48653,39.6373,-52.81775
90,True,80,61,320,4.088643,16.57344,0.34375,0.7625,45.55971,-29.37116,43.75888,-29.64232,47.80482,-29.05318
91,True,80,61,20000,0,44.53103,0.0,0.7625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
92,True,81,62,2368,53.17193,42.736,0.0,0.7654321,59.07141,-12.43038,57.46658,-11.85962,4.295227,-11.62335
93,True,81,62,20000,0,41.34471,0.0708,0.7654321,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
94,True,82,63,17486,43.62613,43.9639,0.0271074,0.7682927,68.63647,-68.41874,66.83847,-68.25057,49.26491,-28.32135
95,True,83,64,18692,53.47774,43.63257,0.00770383,0.7710843,3.275223,-2.314491,5.042961,-2.526085,27.55751,-51.03307
96,True,84,65,1960,38.23513,25.91646,0.1438776,0.7738096,62.96924,-37.70437,62.1871,-36.05576,36.39854,-7.826828
97,True,85,66,7890,62.03004,47.39648,0.02306717,0.7764706,3.276611,-68.26688,5.041733,-67.88069,49.77466,-24.90884
98,True,85,66,20000,0,44.55405,0.0,0.7764706,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
99,True,86,67,4336,27.551,32.46707,0.0,0.7790698,52.9919,-53.0242,51.29068,-53.3274,59.46004,-27.01579
100,True,87,68,18290,16.40841,18.47516,0.3990158,0.7816092,3.203735,-51.14767,3.935234,-52.82104,16.41104,-42.16346
101,True,88,69,19246,57.56385,42.01613,0.05850566,0.7840909,68.63774,-2.436737,66.88419,-2.807716,43.05529,-55.20766
102,True,89,69,6768,4.742219,47.7065,0.01329787,0.7752809,42.88043,-25.4655,44.43285,-26.68602,40.80247,-23.63506
103,True,90,70,4492,30.82501,33.86653,0.2212823,0.7777778,2.888435,-2.7966,3.305481,-4.54882,21.42059,-29.48815
104,True,91,70,5464,2.068498,25.12764,0.1885066,0.7692308,20.50567,-56.778,22.08589,-55.97939,21.32996,-54.05398
105,True,92,71,7330,56.84851,46.67002,0.0,0.7717391,3.281273,-2.354805,5.05278,-2.63633,54.24808,-31.12297
106,True,93,72,5416,54.26967,45.29747,0.0,0.7741935,69.00862,-67.91373,68.61032,-66.16525,15.03795,-57.49497
107,True,94,72,3268,4.967111,44.18986,0.04834761,0.7659575,40.38699,-67.88449,41.53342,-66.48698,36.57166,-66.26354
108,True,95,73,2774,54.77335,41.80475,0.0,0.7684211,5.899094,-2.818268,5.210793,-4.411102,50.63354,-35.01889
109,True,96,74,2422,28.14487,29.34405,0.0,0.7708333,68.62749,-3.1409,66.87445,-2.911537,44.76506,-20.32488
110,True,97,75,10198,49.07074,35.25491,0.1133556,0.7731959,2.865967,-2.79158,3.229828,-4.547607,50.64073,-17.20071
111,True,97,75,20000,0,12.49725,0.6094,0.7731959,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
112,True,98,75,1576,4.506005,45.10529,0.0609137,0.7653061,25.97041,-33.60319,25.81538,-32.00063,23.32079,-35.75284
113,True,99,76,12026,49.31511,49.67631,0.0,0.7676768,3.277107,-2.300514,5.064827,-2.503525,41.62,-35.60326
114,True,100,77,7576,17.66345,16.61849,0.6026927,0.77,34.96587,-53.53538,33.67494,-52.1876,32.58118,-34.55822
115,True,101,78,6474,35.82825,42.9192,0.0,0.7722772,68.91568,-67.92555,68.4386,-66.19818,57.286,-32.1507
116,True,101,78,20000,0,23.85619,0.4018,0.7722772,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
117,True,102,79,348,29.29901,25.55471,0.0,0.7745098,17.40636,-45.20843,19.01683,-44.48203,42.64923,-61.80081
118,True,103,80,154,33.62925,34.42844,0.0,0.776699,49.4854,-50.83764,49.18564,-52.63966,16.58374,-44.39096
119,True,104,81,4346,50.06278,30.82707,0.0,0.7788461,3.282784,-68.29221,5.038246,-67.90546,24.46467,-21.76602
120,True,105,82,13904,67.4738,47.1695,0.0,0.7809524,2.806046,-67.91956,3.051178,-66.12593,50.00377,-17.66865
121,True,105,82,20000,0,42.96923,0.0,0.7809524,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
122,True,106,83,14806,13.10014,8.263827,0.8035932,0.7830189,68.69452,-67.83521,67.2097,-67.37048,56.27278,-60.16437
123,True,107,84,4416,49.80784,41.80999,0.0,0.7850468,2.842545,-2.79319,3.195091,-4.555649,42.34136,-35.35007
124,True,107,84,20000,0,38.61081,0.1241,0.7850468,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
125,True,108,84,420,5.852201,8.422749,0.7142857,0.7777778,29.6884,-32.24447,28.56212,-30.82128,24.142,-26.9865
126,True,109,85,2206,56.62704,51.26014,0.0,0.7798165,35.36356,-55.46713,36.74194,-54.42352,3.259109,-8.756226
127,True,110,86,14744,27.74685,33.20852,0.0,0.7818182,3.059586,-67.89622,3.73719,-66.18761,26.88336,-50.88684
128,True,110,86,20000,0,47.50689,0.0,0.7818182,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
129,True,111,87,18516,21.51953,15.19916,0.5725859,0.7837838,40.2074,-29.32489,40.12914,-31.10411,48.12013,-51.08493
130,True,112,88,13922,37.20744,38.61908,0.02844419,0.7857143,68.6384,-68.41966,66.8645,-68.2243,54.55444,-33.1131
131,True,113,88,2340,4.115957,28.4465,0.05042735,0.7787611,53.584,-2.751755,52.42706,-3.575668,56.42017,-2.580894
132,True,114,89,2376,10.57306,20.91985,0.3131313,0.7807018,34.62537,-2.813286,35.74497,-4.261101,42.51131,-12.38515
133,True,115,89,6412,3.422535,35.32717,0.04959451,0.773913,3.905899,-3.520859,3.237328,-4.950806,6.186111,-3.213478
134,True,116,90,2562,46.71675,17.7792,0.253708,0.7758621,19.07146,-46.92968,20.14214,-45.63172,60.33371,-21.81801
135,True,117,91,6930,51.60025,21.62527,0.376912,0.7777778,68.6122,-67.69964,67.57022,-66.44186,16.35448,-60.15466
136,True,118,92,9742,70.19358,41.76416,0.08376104,0.779661,68.62709,-2.376816,66.87408,-2.74292,19.85623,-54.86244
137,True,119,93,844,51.22495,44.04943,0.0,0.7815126,68.59627,-62.87619,67.10963,-63.773,59.77856,-13.07553
138,True,120,94,6378,63.67542,43.84595,0.09281906,0.7833334,3.280396,-68.35559,5.011436,-68.03049,43.67037,-17.43471
139,True,121,94,6172,2.767063,23.03844,0.2579391,0.7768595,52.06255,-26.79076,50.53154,-27.8348,51.63843,-25.29878
140,True,122,95,7626,57.51207,42.26411,0.0,0.7786885,2.881126,-2.797226,3.271675,-4.557335,15.94186,-60.65631
141,True,122,95,20000,0,51.55277,0.0,0.7786885,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
142,True,123,95,2406,4.007002,24.30342,0.2152951,0.7723577,29.79661,-2.763634,31.20317,-3.956406,34.53383,-6.18174
143,True,124,96,5750,57.45947,38.22644,0.1286957,0.7741935,68.99094,-67.91495,68.57098,-66.17374,42.78027,-14.82824
144,True,125,97,1590,11.5379,39.73634,0.1886792,0.776,42.35193,-67.36371,41.92142,-65.60373,39.01183,-54.43876
145,True,126,98,1106,25.73938,27.61127,0.0,0.7777778,43.68385,-58.7184,45.35007,-58.49952,38.60801,-33.65884
146,True,127,99,18090,38.3223,27.23199,0.3698176,0.7795275,3.281517,-68.32822,5.038055,-67.99583,40.25107,-52.8767
147,True,128,99,582,4.203832,18.37713,0.1924399,0.7734375,20.65618,-55.53547,22.53787,-54.85611,18.72031,-56.61632
148,True,129,100,6450,43.08084,27.67345,0.04589147,0.7751938,3.303871,-2.20121,5.051697,-2.477066,33.30898,-34.99487
149,True,130,101,1894,39.19959,20.3795,0.3051742,0.7769231,27.30074,-23.9174,26.5174,-25.56932,40.98239,-62.00242
150,True,131,102,15752,43.61056,48.54944,0.0,0.778626,69.09048,-2.790123,68.82578,-4.581657,38.85424,-36.2604
151,True,132,103,6722,36.31186,45.43594,0.0,0.780303,69.11661,-2.785934,68.93242,-4.53643,55.83101,-38.40197
152,True,133,104,1992,45.02549,34.39074,0.0,0.7819549,53.04105,-20.7939,52.02451,-21.95491,54.89867,-66.88826
153,True,134,105,14276,51.77859,21.80836,0.4373774,0.7835821,68.62134,-68.27885,66.8475,-67.85049,22.24995,-41.54354
154,True,135,105,2204,2.322512,32.68168,0.1270417,0.7777778,68.74625,-3.402802,68.07114,-4.998955,65.75006,-4.924026
155,True,136,105,2550,4.290895,14.01654,0.3827451,0.7720588,68.64902,-29.62881,66.87898,-30.11935,68.36258,-34.14499
156,True,137,106,4090,35.86682,21.40119,0.1863081,0.7737226,40.73129,-58.07014,42.186,-56.95752,51.80812,-22.40553
157,True,138,107,14414,40.59566,31.83666,0.09685028,0.7753623,22.87221,-67.89751,23.45459,-66.22237,46.51031,-32.80956
158,True,139,108,576,47.19886,34.19464,0.0,0.7769784,31.18243,-17.56031,29.45002,-17.27439,31.08707,-64.44477
159,True,140,109,3716,53.28352,57.36589,0.0,0.7785714,26.57256,-39.95461,24.94224,-40.39703,62.65352,-2.754128
160,True,141,110,1774,43.03217,21.98477,0.0,0.7801418,39.89531,-40.97462,41.64641,-40.85525,64.47473,-4.377502
161,True,142,111,1786,32.12145,29.6247,0.1019037,0.7816901,16.48827,-26.34528,17.02824,-28.09596,49.06045,-30.48827
162,True,143,112,1910,71.48289,53.03911,0.0,0.7832168,19.25441,-63.99776,20.2271,-62.43964,59.57944,-2.763885
163,True,144,113,5498,11.42688,33.48418,0.004001455,0.7847222,3.285934,-68.31554,4.952347,-67.91045,12.63353,-59.45159
164,True,145,114,17628,28.98299,21.01918,0.3297027,0.7862069,3.301636,-67.75819,4.393585,-66.49931,25.17346,-46.29553
165,True,146,115,5020,46.34387,39.38354,0.0,0.7876712,68.62476,-66.93752,66.99716,-66.51766,60.78801,-20.59185
166,True,147,116,8836,20.10974,42.46271,0.08804889,0.7891157,69.11433,-2.78688,68.89948,-4.524628,49.37462,-9.338486
167,True,148,116,10040,4.304216,8.879402,0.7027888,0.7837838,45.6051,-60.78424,47.04567,-59.61018,46.50795,-55.33973
168,True,149,117,7136,46.04725,52.99105,0.0,0.7852349,2.853821,-67.91552,3.18,-66.14976,36.65814,-34.53493
169,True,149,117,20000,0,15.97609,0.5427,0.7852349,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
170,True,150,117,3698,2.490507,11.32128,0.5024338,0.78,3.740486,-67.9108,5.110985,-67.16528,3.204292,-65.5631
171,True,151,118,6362,46.81323,44.81532,0.0,0.7814569,68.6293,-2.371269,66.95122,-2.735649,23.8327,-20.96344
172,True,152,119,6130,59.88377,39.11688,0.0,0.7828947,69.04178,-67.91323,68.65482,-66.18362,50.83609,-9.012474
173,True,153,120,1660,14.66241,37.95797,0.0,0.7843137,54.90347,-39.67463,53.44827,-38.57205,60.30682,-25.61277
174,True,154,121,6960,57.72532,37.31271,0.05114942,0.7857143,69.10413,-2.787422,68.87428,-4.516159,35.1557,-51.3697
175,True,154,121,20000,0,38.31348,0.103,0.7857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
176,True,155,122,7234,50.21695,34.46392,0.02350014,0.7870968,68.785,-67.92548,68.11061,-66.25117,24.36798,-41.58738
177,True,156,123,328,16.32513,21.64666,0.0,0.7884616,28.76671,-48.38137,27.86718,-46.78308,15.37188,-57.28913
178,True,156,123,20000,0,9.11969,0.7849,0.7884616,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
179,True,157,124,2480,56.44614,51.68187,0.0,0.7898089,68.61975,-2.451691,66.87665,-2.960464,21.37617,-36.36463
180,True,158,125,62,35.03744,34.31955,0.0,0.7911392,50.103,-2.649658,49.88565,-4.008049,15.71406,-11.74891
181,True,159,126,7220,59.9809,38.14338,0.06759003,0.7924528,68.9751,-67.9106,68.52983,-66.16564,21.22487,-29.28876
182,True,160,127,10084,38.84194,43.52301,0.0,0.79375,2.774864,-2.827576,3.249779,-4.526848,21.32857,-38.90422
183,True,161,128,9194,49.38303,32.44822,0.04046117,0.7950311,3.278,-2.316826,5.060356,-2.562904,47.42071,-27.94379
184,True,162,129,16134,35.06964,39.98711,0.0,0.7962963,69.07837,-2.792557,68.79221,-4.576324,47.84534,-32.70244
185,True,163,130,1856,52.21175,34.02541,0.0,0.797546,11.7674,-2.796059,13.01976,-4.118462,57.98326,-30.65742
186,True,164,131,856,56.61822,34.00527,0.0,0.7987805,59.11288,-67.64616,57.69467,-66.58104,5.867813,-43.7864
187,True,165,132,6366,60.95173,33.02127,0.109645,0.8,3.288383,-68.27631,5.052292,-67.86485,44.90742,-21.75027
188,True,166,133,4676,28.25995,36.6152,0.0,0.8012048,69.23476,-2.8106,69.00909,-4.549042,61.67497,-31.84022
189,True,167,134,404,25.49433,16.66397,0.2277228,0.8023952,68.24295,-29.69872,66.5732,-29.90568,47.68271,-47.0261
190,True,168,135,9158,46.42185,15.06255,0.4337192,0.8035714,22.66689,-58.73092,23.13544,-57.03976,59.6145,-28.32973
191,True,168,135,20000,0,41.58691,0.0,0.8035714,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
192,True,169,136,1958,29.53024,53.36853,0.0,0.8047338,58.96469,-30.69463,57.67493,-31.97611,61.83444,-2.740471
193,True,170,137,1318,19.2896,20.03139,0.0,0.8058823,58.36992,-42.96549,57.71219,-41.34509,54.05643,-60.28494
194,True,171,138,9256,40.38507,31.56379,0.1156007,0.8070176,69.00919,-67.91354,68.61127,-66.17036,44.50801,-33.76791
195,True,172,139,13800,35.29003,31.67495,0.05043478,0.8081396,45.72797,-67.90929,44.48437,-66.60001,48.93821,-31.59236
196,True,173,139,1174,3.573024,20.03579,0.3816014,0.8034682,31.91575,-34.70172,33.35027,-35.83139,36.67473,-34.52204
197,True,173,139,20000,0,44.12241,0.0,0.8034682,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
198,True,174,140,1362,47.02602,35.93915,0.0,0.8045977,35.31279,-2.790665,34.98833,-4.445496,35.00428,-51.47152
199,True,175,140,12186,3.736492,19.20749,0.3878221,0.8,43.82007,-61.33763,45.14895,-60.41386,46.41606,-56.89878
200,True,176,141,4074,47.37111,29.54285,0.0,0.8011364,68.63016,-2.358078,66.92056,-2.714554,31.60099,-34.28194
201,True,177,142,3324,29.6948,32.36396,0.0,0.8022599,41.95274,-2.792404,42.10155,-4.508339,36.1329,-33.5971
202,True,178,142,2006,5.712586,4.97829,0.9262213,0.7977528,3.308403,-8.718231,4.794044,-7.699646,9.42926,-4.361275
203,True,179,143,5656,24.40318,38.67411,0.07107496,0.7988827,69.0199,-67.92872,68.70044,-66.23951,49.04201,-51.78331
204,True,180,144,3380,38.44019,29.94901,0.1035503,0.8,18.05875,-39.5244,17.9623,-41.3126,40.57064,-10.22384
205,True,181,144,1496,3.836566,27.98386,0.1724599,0.7955801,25.78543,-24.07269,26.21289,-22.31673,27.29761,-18.6367
206,True,182,145,2334,21.98425,29.95394,0.0,0.7967033,21.05591,-48.69589,21.69986,-47.3694,24.58965,-25.57598
207,True,183,146,1556,60.07035,35.53593,0.0,0.7978142,3.301926,-57.0747,4.973557,-57.60698,58.64886,-30.63665
208,True,184,147,6298,17.79335,33.39603,0.0,0.7989131,69.17433,-2.792908,68.90668,-4.569427,51.8194,-9.531593
209,True,185,148,4302,31.61942,30.984,0.1617852,0.8,69.03845,-2.796082,68.68936,-4.584648,47.99096,-28.487
210,True,186,149,5738,62.40079,46.50098,0.0,0.8010753,3.271759,-2.279587,5.034195,-2.444,44.30878,-50.93409
211,True,187,150,5522,56.28395,20.46726,0.4393336,0.802139,47.46999,-50.46249,45.68703,-50.08861,3.21389,-13.15779
212,True,188,151,8878,49.14247,36.53122,0.08988511,0.8031915,68.62717,-2.384583,66.91327,-2.781059,24.8963,-28.26683
213,True,189,151,5302,1.834436,30.24428,0.1007167,0.7989418,58.92743,-42.58715,58.25775,-40.93276,56.62524,-40.09606
214,True,189,151,20000,0,25.74389,0.1785,0.7989418,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
215,True,190,152,366,40.24942,36.84118,0.0,0.8,60.7878,-20.57469,60.36035,-22.30187,43.47194,-58.83672
